姓名,来源链接,状态,失败分类,照片链接,照片文件,实际格式,字节数,SHA-256,宽,高,来源批次,错误证据
付啸峰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=37&typeid=35&cid=37&ksid=35&id=452,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140302120454663_s.jpg,01_试点医院/广东省第二中医院/照片/付啸峰-肿瘤科-医师-广东省第二中医院.png,png,27701,7894a71a55a5a913fa491d514cdfa35d0e2ef0b25f5ad5dd75c7dfc9570f39cf,123,160,TRIAL_REUSE,
史清华,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=37&typeid=35&cid=37&ksid=35&id=282,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304053630489_s.jpg,01_试点医院/广东省第二中医院/照片/史清华-肿瘤科-主任中医师-广东省第二中医院.png,png,24485,73cec8eb472ec922ab50468eb1cb6f55f794368381968d3e414363d99ab0bf00,116,160,FULL_FETCH,
吴建奇,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=37&typeid=35&cid=37&ksid=35&id=450,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304054310508_s.jpg,01_试点医院/广东省第二中医院/照片/吴建奇-肿瘤科-副主任中医师-广东省第二中医院.png,png,28188,19118540d33eaf629abac85195d62562eefce3b1937dd3809c188be3172e7e46,116,160,FULL_FETCH,
尹建华,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=37&typeid=35&cid=37&ksid=35&id=321,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228074834152_s.jpg,01_试点医院/广东省第二中医院/照片/尹建华-肿瘤科-主治中医师-广东省第二中医院.png,png,37694,c3bd63603f01538827440e39969d8afb5b1fa54ade58e803bb84b10c17add9a6,123,160,FULL_FETCH,
张念华,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=37&typeid=35&cid=37&ksid=35&id=285,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304053710535_s.jpg,01_试点医院/广东省第二中医院/照片/张念华-肿瘤科-副主任医师-广东省第二中医院.png,png,25805,19a84fd2ee637b20000f6d7f5f37f9c2fef98cfb93ab0452be59df0ccf6b73a2,116,160,FULL_FETCH,
李寿杰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=37&typeid=35&cid=37&ksid=35&id=323,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304054436369_s.jpg,01_试点医院/广东省第二中医院/照片/李寿杰-肿瘤科-主治中医师-广东省第二中医院.png,png,29546,840b23f2ea6f72bbeff98fb580c0c3c8b155415c1c04dac9a0eb4654f4fc1752,116,160,FULL_FETCH,
武如通,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=37&typeid=35&cid=37&ksid=35&id=322,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304054202403_s.jpg,01_试点医院/广东省第二中医院/照片/武如通-肿瘤科-副主任中医师-广东省第二中医院.png,png,27524,9dd6f5c8b9c7284a215574c70745a4e2f61f60b700c8c9251421ca86faabbed4,116,160,FULL_FETCH,
谢壁元,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=37&typeid=35&cid=37&ksid=35&id=449,实采,,https://www.gdzy5413.com/UploadFiles/image/2017-12/20171219114447779_s.jpg,01_试点医院/广东省第二中医院/照片/谢壁元-肿瘤科-医师-广东省第二中医院.png,png,12751,9835dbd69fd01675ce02eb1c113c30e7e9820a71d1575c2591a4241dc5cf2d32,66,100,FULL_FETCH,
陈高峰,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=714,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-1/20140114021341293.jpg,01_试点医院/广东省第二中医院/照片/陈高峰-肿瘤科-主任医师-广东省第二中医院.jpg,jpg,52482,829f05245869986913f464d7aa7d76ea17ed99cb708b89041eca0dbde180e677,342,369,FULL_FETCH,
高海利,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=37&typeid=35&cid=37&ksid=35&id=651,实采,,https://www.gdzy5413.com/UploadFiles/image/2015-7/20150709072526625_s.jpg,01_试点医院/广东省第二中医院/照片/高海利-肿瘤科-副主任中医师-广东省第二中医院.png,png,16676,2139dc33806f2286feb0d0f3138b215450a6f75d4ace28edc88b8208522ff493,75,100,FULL_FETCH,
高敏,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=614,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-1/20140128022825179.jpg,01_试点医院/广东省第二中医院/照片/高敏-脑病科-主任中医师-广东省第二中医院.jpg,jpg,53507,974c5a6efd861d944ff8077345443ad7db7a863f64a2944445ce18ac0ce49c1b,342,369,FULL_FETCH,
高敏,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=25&typeid=23&cid=25&ksid=23&id=319,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228052132398_s.jpg,01_试点医院/广东省第二中医院/照片/高敏-脑病科-主任中医师-广东省第二中医院.png,png,35067,01e665a24faeda098df50d7b41133194ffaa9393d9ddb03249635fadbccd0d19,106,160,FULL_FETCH,
刘蔚,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=28&typeid=26&cid=28&ksid=26&id=640,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-6/20140624120112626_s.jpg,01_试点医院/广东省第二中医院/照片/刘蔚-脾胃病科-主任中医师-广东省第二中医院.png,png,17561,18a0ad60e603a0155b970c0dbff4f9e28f66337e5164a826e4ab5d217b36bbe0,80,100,FULL_FETCH,
张伦,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=28&typeid=26&cid=28&ksid=26&id=97,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304051803423_s.jpg,01_试点医院/广东省第二中医院/照片/张伦-脾胃病科-主任中医师-广东省第二中医院.png,png,29664,8235e35986cc83aa77fab4d716d427bd79cb105feeaa17036a1b24999a97d2d4,116,160,FULL_FETCH,
戈焰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=28&typeid=26&cid=28&ksid=26&id=68,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304051328639_s.jpg,01_试点医院/广东省第二中医院/照片/戈焰-脾胃病科-主任中医师-广东省第二中医院.png,png,24998,ff374868a8f16e0da7cc7ca54cda11a8fe6c8540e2126ca0b2ccc6dc03cab102,116,160,FULL_FETCH,
李静,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=28&typeid=26&cid=28&ksid=26&id=100,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304051441601_s.jpg,01_试点医院/广东省第二中医院/照片/李静-脾胃病科-主治中医师-广东省第二中医院.png,png,29308,29bc43bd31c4fa2c8863c6f75db647dd7df77eec241a4370bcaa0a913ce367c1,116,160,FULL_FETCH,
申昌国,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=28&typeid=26&cid=28&ksid=26&id=399,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304051306685_s.jpg,01_试点医院/广东省第二中医院/照片/申昌国-脾胃病科-副主任中医师-广东省第二中医院.png,png,29623,b4a3645b1fe574784055322922416f15a31b8d76accef1a7ac78706a87e16b57,116,160,FULL_FETCH,
范明,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=28&typeid=26&cid=28&ksid=26&id=99,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304051355350_s.jpg,01_试点医院/广东省第二中医院/照片/范明-脾胃病科-主任中医师-广东省第二中医院.png,png,27278,b76a22261528800df34d63f18374aeeb9e5e8da7ee0420a8e1960e295862cb37,116,160,FULL_FETCH,
许书维,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=28&typeid=26&cid=28&ksid=26&id=215,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304051538418_s.jpg,01_试点医院/广东省第二中医院/照片/许书维-脾胃病科-副主任中医师-广东省第二中医院.png,png,29348,ea3c7e51e673caa5f69976a5da1eb66e3321eadb700056755cf62202d0eb2f08,116,160,FULL_FETCH,
钟毅,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=28&typeid=26&cid=28&ksid=26&id=83,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304051733774_s.jpg,01_试点医院/广东省第二中医院/照片/钟毅-脾胃病科-主任中医师-广东省第二中医院.png,png,30800,b2237f3fbb7722591203de5b5da718c9c651f08309c6aa7a66cbed4ef9504764,116,160,FULL_FETCH,
饶梅冰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=28&typeid=26&cid=28&ksid=26&id=80,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304051638515_s.jpg,01_试点医院/广东省第二中医院/照片/饶梅冰-脾胃病科-主任医师-广东省第二中医院.png,png,29446,6c0429ccf4f615adaf896ab8248f08da79d64309a8f70b8556af8f4d955a6593,116,160,FULL_FETCH,
刘秋江,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1279&typeid=1277&cid=1279&ksid=1277&id=387,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140301094604943_s.jpg,01_试点医院/广东省第二中医院/照片/刘秋江-重症医学科-副主任中医师-广东省第二中医院.png,png,53872,b988a70b2aabb27ceb3d4375ca44595c12dc60537074f44ffc92fc94c31ab7a6,129,160,FULL_FETCH,
方统念,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1279&typeid=1277&cid=1279&ksid=1277&id=385,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140301093401795_s.jpg,01_试点医院/广东省第二中医院/照片/方统念-重症医学科-副主任中医师-广东省第二中医院.png,png,36262,a3ce84edf949de72b8377ce9ccd5defa057401a4af9706d5d10d026503769a27,124,160,FULL_FETCH,
王同汉,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1279&typeid=1277&cid=1279&ksid=1277&id=384,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304122306909_s.bmp,01_试点医院/广东省第二中医院/照片/王同汉-重症医学科-副主任医师-广东省第二中医院.png,png,18931,115649330c36f3e9f65a934455ad31a690f524687ec436ba12f019803a993ded,75,100,FULL_FETCH,
赵丽芸,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1279&typeid=1277&cid=1279&ksid=1277&id=383,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304120326364_s.jpg,01_试点医院/广东省第二中医院/照片/赵丽芸-重症医学科-主任中医师-广东省第二中医院.png,png,32056,a1c65b9430f2d4c80a11c782ed54b7c67599f358218d55e6012e7a5fc41a2408,114,100,FULL_FETCH,
陈海生,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1279&typeid=1277&cid=1279&ksid=1277&id=386,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140302100552259_s.jpg,01_试点医院/广东省第二中医院/照片/陈海生-重症医学科-副主任中医师-广东省第二中医院.png,png,34727,754498b3c7705a7258a51dd74eab9bb77bd5fa9527e6fdbb48749c1ba52848f5,133,100,FULL_FETCH,
杨海涛,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=88&typeid=86&cid=88&ksid=86&id=563,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317032218384_s.jpg,01_试点医院/广东省第二中医院/照片/杨海涛-针灸康复一区-副主任中医师-广东省第二中医院.png,png,103938,d4c770dc2efe0930e93a96972761a58e1bfb93320bdd06b0c2cf9f94c84ba60e,240,160,FULL_FETCH,
陆彦青,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=88&typeid=86&cid=88&ksid=86&id=562,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317032042970_s.jpg,01_试点医院/广东省第二中医院/照片/陆彦青-针灸康复一区-主治中医师-广东省第二中医院.png,png,98588,40cc3a085ddb3937d78a967f6ed2bff1c531a768be9609fc8992f21e020625b4,217,160,FULL_FETCH,
黄凡,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=88&typeid=86&cid=88&ksid=86&id=304,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317031601203_s.jpg,01_试点医院/广东省第二中医院/照片/黄凡-针灸康复一区-主任中医师-广东省第二中医院.png,png,30799,2fb06f35e2a88af6c838112e6e60aeae78c50eac5b197aecbeee04a12e21ce15,120,160,FULL_FETCH,
刘建,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=97&typeid=95&cid=97&ksid=95&id=300,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-9/20140918054724528_s.jpg,01_试点医院/广东省第二中医院/照片/刘建-针灸康复五区-副主任中医师-广东省第二中医院.png,png,24949,9287b519522094db2a303c5231c22cf507c20e3f11ac67c54e6327f7fd1287db,99,100,FULL_FETCH,
张炎明,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=97&typeid=95&cid=97&ksid=95&id=649,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-9/20140918055030224_s.jpg,01_试点医院/广东省第二中医院/照片/张炎明-针灸康复五区-医师-广东省第二中医院.png,png,17585,5a3bd153e8e548244f1b6e579659d3b733a66927b17ea17d095a05fe92444ef8,74,100,FULL_FETCH,
苏美意,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=97&typeid=95&cid=97&ksid=95&id=646,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-9/20140918054226132.jpg,01_试点医院/广东省第二中医院/照片/苏美意-针灸康复五区-医师-广东省第二中医院.jpg,jpg,67159,563f25ad06b7cf4cd2de11b7dab5a9156040a57ec31d97ed7aa54173917581ef,862,1070,FULL_FETCH,
陈敬伟,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=97&typeid=95&cid=97&ksid=95&id=648,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-9/20140918054920621_s.jpg,01_试点医院/广东省第二中医院/照片/陈敬伟-针灸康复五区-医师-广东省第二中医院.png,png,19730,c56c9fbb2f1b4bc02e11f750f7c85a802b17d14696f516bc8b2e6156f684acde,80,100,FULL_FETCH,
刘星,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=100&typeid=98&cid=100&ksid=98&id=429,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317040527587_s.jpg,01_试点医院/广东省第二中医院/照片/刘星-针灸康复六区-主任中医师-广东省第二中医院.png,png,36305,6a8c881bbab1231736b29d34b7068c4e82550f4f6163d7b61e481e02fe4006ba,104,160,FULL_FETCH,
张俊杰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=100&typeid=98&cid=100&ksid=98&id=428,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228051534162_s.jpg,01_试点医院/广东省第二中医院/照片/张俊杰-针灸康复六区-主治中医师-广东省第二中医院.png,png,36024,4e71ab3e390d05e3f5f251bbf3a35d705a36feaa00ff047fce5a4134974658e2,137,160,FULL_FETCH,
范德辉,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=1452,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140410101222463.jpg,01_试点医院/广东省第二中医院/照片/范德辉-针灸康复科五区-主任中医师-广东省第二中医院.jpg,jpg,52289,77b73f64b55089542b62b8ab4de6aba2bfddb76b0cc47d0f76d7a269579a4ada,342,369,TRIAL_REUSE,
吴文锋,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1284&typeid=1282&cid=1284&ksid=1282&id=697,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-9/20220928115142495_s.jpg,01_试点医院/广东省第二中医院/照片/吴文锋-针灸康复门诊-主任中医师-广东省第二中医院.png,png,14864,b937b02fa0e387d7d957c993462ac0bb80fecaf05693218e2bfed1b307a4f8fb,72,100,FULL_FETCH,
曹金梅,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1284&typeid=1282&cid=1284&ksid=1282&id=580,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140324044122655_s.jpg,01_试点医院/广东省第二中医院/照片/曹金梅-针灸康复门诊-未标注-广东省第二中医院.png,png,33738,6eaf33200cbf53fba1be45e874716f243ff12da5eed2822e52b1d18660d480b3,97,160,FULL_FETCH,
曾科学,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1284&typeid=1282&cid=1284&ksid=1282&id=693,实采,,https://www.gdzy5413.com/UploadFiles/image/2021-2/20210223055609316_s.jpg,01_试点医院/广东省第二中医院/照片/曾科学-针灸康复门诊-主任中医师-广东省第二中医院.png,png,171348,628c63fbb4f393d1a98cb53a8ae7717d4b84be2751adfac108ccceeec13c9bb3,365,365,FULL_FETCH,
聂斌,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1284&typeid=1282&cid=1284&ksid=1282&id=647,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-9/20140901030217654_s.jpg,01_试点医院/广东省第二中医院/照片/聂斌-针灸康复门诊-主任中医师-广东省第二中医院.png,png,49301,a06625ea63e57e2b6ba50dc5ade8ce987ceea8fab0c436bce2b70fb756829761,120,160,FULL_FETCH,
杨阳,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=40&typeid=38&cid=40&ksid=38&id=776,实采,,https://www.gdzy5413.com/UploadFiles/image/2025-9/20250908043353108_s.png,01_试点医院/广东省第二中医院/照片/杨阳-风湿科-副主任医师-广东省第二中医院.png,png,12675,d3e55fb46548e9b2340fd1d600f42d5a4a8c98d2d79f082c6543a9ad327ad483,84,100,FULL_FETCH,
贾二涛,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=40&typeid=38&cid=40&ksid=38&id=775,实采,,https://www.gdzy5413.com/UploadFiles/image/2025-9/20250908043227699_s.png,01_试点医院/广东省第二中医院/照片/贾二涛-风湿科-主任医师-广东省第二中医院.png,png,13317,a659af41cdec1268f7173b540df7c1508f5a6fead97ff1e03cc6c923e8aaec7b,86,100,FULL_FETCH,
邱联群,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=40&typeid=38&cid=40&ksid=38&id=400,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228114858939_s.jpg,01_试点医院/广东省第二中医院/照片/邱联群-风湿科-主任中医师-广东省第二中医院.png,png,12236,5abab49df90257ec60bf4c94a7d37948d2e4bd352250c34b1dd52bfdb254e785,75,100,FULL_FETCH,
饶晶,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=40&typeid=38&cid=40&ksid=38&id=403,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304054556166_s.jpg,01_试点医院/广东省第二中医院/照片/饶晶-风湿科-主治中医师-广东省第二中医院.png,png,28495,b21eaa5407fdcb0f7622175c9dd556be83b0eade0fd2c8d056c2729dde738531,116,160,FULL_FETCH,
高伟,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=40&typeid=38&cid=40&ksid=38&id=402,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304054617665_s.jpg,01_试点医院/广东省第二中医院/照片/高伟-风湿科-主治中医师-广东省第二中医院.png,png,30619,bf6559f1274956401de17022c553d1ecd021331988aab6a4b9bd68776e7eecf4,116,160,FULL_FETCH,
刘文刚,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=53&typeid=51&cid=53&ksid=51&id=118,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317043647266_s.jpg,01_试点医院/广东省第二中医院/照片/刘文刚-骨伤一科-主任中医师-广东省第二中医院.png,png,24575,c9648193b1814fb4346cf3b9b89fc39ecfc8fd4a06fc345f8375060f8055fcde,106,160,FULL_FETCH,
赵传喜,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=53&typeid=51&cid=53&ksid=51&id=224,实采,,https://www.gdzy5413.com/UploadFiles/image/2026-3/20260318040543368_s.jpg,01_试点医院/广东省第二中医院/照片/赵传喜-骨伤一科-主任中医师-广东省第二中医院.png,png,11810,48d769bb6b4c45c8ac17932c12d3d8fa3cfbb81c37303c1a0ac954df0f3a09fc,71,100,FULL_FETCH,
许学猛,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=53&typeid=51&cid=53&ksid=51&id=60,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317050911227_s.jpg,01_试点医院/广东省第二中医院/照片/许学猛-骨伤一科-主任医师-广东省第二中医院.png,png,30784,b40f4b04c9061e31224f01f142afa172909b075ad83052b9f9f101892ae5322c,125,160,FULL_FETCH,
吴少鹏,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=59&typeid=57&cid=59&ksid=57&id=110,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-5/20140521074200815_s.jpg,01_试点医院/广东省第二中医院/照片/吴少鹏-骨伤三科-主任中医师-广东省第二中医院.png,png,58655,e20f2cafae6365ea7137663a31b98a89675d99135395e36bbf9cc84c5134601d,135,160,FULL_FETCH,
邱剑鸣,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=56&typeid=54&cid=56&ksid=54&id=225,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140317051108737_s.jpg,01_试点医院/广东省第二中医院/照片/邱剑鸣-骨伤二科-副主任医师-广东省第二中医院.png,png,22629,e0a26a0a309b27a552c3be024b2c66ba1dae44e66a4b2de7120cf6cfb3d3e944,123,160,FULL_FETCH,
李有武,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=110&typeid=108&cid=110&ksid=108&id=158,失败,占位图,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""照片响应内容判定为占位图：small-placeholder-like-response:1320B:86x126；1320 bytes；86×126"",""excluded_resources"":[],""observed_utc"":""2026-08-18T18:11:25Z"",""photo_reference_count"":1,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/upload/633822297576917500.jpg""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
元国华,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1009&typeid=903&cid=1009&ksid=903&id=442,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140301123829265_s.jpg,01_试点医院/广东省第二中医院/照片/元国华-五山门诊-医师-广东省第二中医院.png,png,14961,591b3c4db13cd87e1167433ac7db7763a90f770a205aa8d7ad17a0dc8fa79fa4,75,100,FULL_FETCH,
劳宗洪,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1009&typeid=903&cid=1009&ksid=903&id=441,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:11:26Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
叶艳芬,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=72&typeid=70&cid=72&ksid=70&id=119,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140222064616150_s.jpg,01_试点医院/广东省第二中医院/照片/叶艳芬-儿科-主治医师-广东省第二中医院.png,png,14324,548acbd6e53b5e50681192cb58ced343e3f53018c50da92383f4d79ac9fbbd62,74,100,FULL_FETCH,
丘友如,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1151&typeid=1149&cid=1151&ksid=1149&id=546,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140424020016134_s.jpg,01_试点医院/广东省第二中医院/照片/丘友如-内科-副主任医师-广东省第二中医院.png,png,26608,e3f1dea95b5a1a5d82f85f14ed2f10ea60f1bb3dc6277d3edbf3d56951bdc72d,120,160,FULL_FETCH,
孟睿,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=929&typeid=134&cid=929&ksid=134&id=453,实采,,https://www.gdzy5413.com/UploadFiles/image/2016-3/20160303102522260_s.jpg,01_试点医院/广东省第二中医院/照片/孟睿-医技科-医师-广东省第二中医院.png,png,14144,cbbbc8013c055854350014605f7cb5685afad38b8baf1bc5689658958e9389c3,66,100,FULL_FETCH,
梁虹宇,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=929&typeid=134&cid=929&ksid=134&id=448,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140301102437350_s.jpg,01_试点医院/广东省第二中医院/照片/梁虹宇-医技科-主治医师-广东省第二中医院.png,png,13727,53f73955983bc9e59bb19f8f1b63ca6c0d054d5ae4b160bd98ed64119569b273,68,100,FULL_FETCH,
张庆元,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=958&typeid=76&cid=958&ksid=76&id=138,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/633822102489113923.jpg,01_试点医院/广东省第二中医院/照片/张庆元-口腔科-副主任医师-广东省第二中医院.jpg,jpg,10179,10cf37107bcd77db7a8780b40fb002deac86855e38209703dfdec7403b7627cc,86,126,FULL_FETCH,
张雯,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=958&typeid=76&cid=958&ksid=76&id=273,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/635036863030936250.jpg,01_试点医院/广东省第二中医院/照片/张雯-口腔科-主治医师-广东省第二中医院.jpg,jpg,7864,75232787d6c7f75ebc48cf2950001aaaa9f089c66e6ccd0be626823723b7f3f8,150,196,FULL_FETCH,
温映萍,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=958&typeid=76&cid=958&ksid=76&id=143,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/633822174514081509.jpg,01_试点医院/广东省第二中医院/照片/温映萍-口腔科-主任医师-广东省第二中医院.jpg,jpg,10573,333185ff8ffd7185424ae7beeb1d5db6f01896ec2da29c2d9ef24760b1785c35,86,126,FULL_FETCH,
苏淑娟,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=958&typeid=76&cid=958&ksid=76&id=144,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/633822174857728035.jpg,01_试点医院/广东省第二中医院/照片/苏淑娟-口腔科-副主任医师-广东省第二中医院.jpg,jpg,8983,22be9ef79852171ef14bef4cc04aeafbb2a8f0bcca6f1335c2f8880c75860eb0,86,126,FULL_FETCH,
陈倩倩,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=958&typeid=76&cid=958&ksid=76&id=145,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/635036865648280000.jpg,01_试点医院/广东省第二中医院/照片/陈倩倩-口腔科-副主任医师-广东省第二中医院.jpg,jpg,7376,fe2991515d30399cf8a3c46924c2481c2faf8353a64f9339b2bab612cd225acc,150,200,FULL_FETCH,
