姓名,来源链接,状态,失败分类,照片链接,照片文件,实际格式,字节数,SHA-256,宽,高,来源批次,错误证据
李蔼文,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=359,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327102107515_s.jpg,01_试点医院/广东省第二中医院/照片/李蔼文-检验科-未标注-广东省第二中医院.png,png,15257,43b649f0c44c3b76a1376d05809bf4a3891bf8f47aa626fbc1dd3f2c1cae5d68,71,100,FULL_FETCH,
王康椿,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=361,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327102558992_s.jpg,01_试点医院/广东省第二中医院/照片/王康椿-检验科-未标注-广东省第二中医院.png,png,12627,99a40ff60077262ffccd6349f0b46420ef1ed9053e390d15c3f853f5ef45a534,71,100,FULL_FETCH,
谭俊青,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=288,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327101348259_s.jpg,01_试点医院/广东省第二中医院/照片/谭俊青-检验科-主任技师-广东省第二中医院.png,png,12916,c747910064901ab019003ecdaa86c1302f1ab7e22d789826e3d80fd5c027593f,71,100,FULL_FETCH,
邓超,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=769,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327103050703_s.jpg,01_试点医院/广东省第二中医院/照片/邓超-检验科-主管技师-广东省第二中医院.png,png,13098,a42ad65f045eccae01469a74defa5740583f0412d85d4f5a70199ffedc329760,71,100,FULL_FETCH,
黄双旺,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=362,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327102756567_s.jpg,01_试点医院/广东省第二中医院/照片/黄双旺-检验科-未标注-广东省第二中医院.png,png,12348,d24f93116efb4ce3d8d746e47d3f77fd1758c9d91f598b3263fa0407bb5038b2,71,100,FULL_FETCH,
黎翠翠,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=770,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327103157118_s.jpg,01_试点医院/广东省第二中医院/照片/黎翠翠-检验科-未标注-广东省第二中医院.png,png,11516,8a1c5e95d522d47c85f492f634940439bf13de06b966456ab933a30ab49bca41,68,100,FULL_FETCH,
孙正平,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=104&typeid=102&cid=104&ksid=102&id=488,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140305102314685_s.jpg,01_试点医院/广东省第二中医院/照片/孙正平-治未病(健康体检)中心-主治中医师-广东省第二中医院.png,png,72684,2433a183fcefadaca3a3d8d960225f5ec4f04fdeeab5570b78a74cfe6c7aae87,178,160,TRIAL_REUSE,
杨美芝,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=104&typeid=102&cid=104&ksid=102&id=484,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140305102020421_s.jpg,01_试点医院/广东省第二中医院/照片/杨美芝-治未病(健康体检)中心-副主任中医师-广东省第二中医院.png,png,30923,1b5d6750ced83698f8d133eeafea3b82d7e78337d40b06d0ed3a0f5fafa61778,120,160,FULL_FETCH,
林晓洁,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=104&typeid=102&cid=104&ksid=102&id=482,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140305101608934_s.jpg,01_试点医院/广东省第二中医院/照片/林晓洁-治未病(健康体检)中心-主任中医师-广东省第二中医院.png,png,33589,d7f419483cd9a26825f54698f8b8a408d008eb0e173c484a624e7d87144c1b1b,120,160,FULL_FETCH,
郑洁莉,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=104&typeid=102&cid=104&ksid=102&id=483,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140305101957489_s.jpg,01_试点医院/广东省第二中医院/照片/郑洁莉-治未病(健康体检)中心-副主任中医师-广东省第二中医院.png,png,26167,cc5caf2582169094b63da885015a9b95e1a9a3e16cf120b6160f3c3eac4cbdca,120,160,FULL_FETCH,
冷建国,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1229&typeid=1227&cid=1229&ksid=1227&id=518,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310052429691_s.jpg,01_试点医院/广东省第二中医院/照片/冷建国-淘金门诊-主任医师-广东省第二中医院.png,png,44524,863631a037bb560cd71b7a79b0d82b95a5a47722f20a8725391bfb900b868d4f,120,160,FULL_FETCH,
周亦农,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=988&typeid=898&cid=988&ksid=898&id=514,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310051521437_s.jpg,01_试点医院/广东省第二中医院/照片/周亦农-淘金门诊-主治中医师-广东省第二中医院.png,png,35959,c243dfe2c0dd0de710a35d1cc49dfd3bdbf1fe73d573fa4fe6a50290e64c05e3,122,160,FULL_FETCH,
孔庆新,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1229&typeid=1227&cid=1229&ksid=1227&id=527,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310053047420_s.jpg,01_试点医院/广东省第二中医院/照片/孔庆新-淘金门诊-主治医师-广东省第二中医院.png,png,46799,cfd6222f046c2ec924fe6e3d0d87d865d8d312da6382944b325c1998f2d7ab0b,118,160,FULL_FETCH,
孙玉冰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1229&typeid=1227&cid=1229&ksid=1227&id=520,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310052605538_s.jpg,01_试点医院/广东省第二中医院/照片/孙玉冰-淘金门诊-主任中医师-广东省第二中医院.png,png,43876,ebe90d9c70e8c2dae0e416d4852b09ccb9c78d033b8e5109d294022c67a6c06e,124,160,FULL_FETCH,
宋腾菊,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1229&typeid=1227&cid=1229&ksid=1227&id=529,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:54Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
蔡荣华,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1000&typeid=909&cid=1000&ksid=909&id=512,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310043536420_s.jpg,01_试点医院/广东省第二中医院/照片/蔡荣华-淘金门诊-医师-广东省第二中医院.png,png,43121,2e560256e38c17ef3a9e585cb5cb6b3ccfd5646fc87665dc3e0aeaf2cb0caaf1,125,160,FULL_FETCH,
许杰红,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1229&typeid=1227&cid=1229&ksid=1227&id=522,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310052734939_s.jpg,01_试点医院/广东省第二中医院/照片/许杰红-淘金门诊-副主任医师-广东省第二中医院.png,png,41661,d15a7e43b8952dfe97f72393abfba2f94c2411bfc85db8b0335a3961241690b0,120,160,FULL_FETCH,
邬淼林,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1229&typeid=1227&cid=1229&ksid=1227&id=521,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310052654269_s.jpg,01_试点医院/广东省第二中医院/照片/邬淼林-淘金门诊-副主任医师-广东省第二中医院.png,png,46615,d7a831e77fde9f5ecc4f32d82e1ae4737448a794f71d7da70f7015146d7be878,123,160,FULL_FETCH,
邱联群,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1229&typeid=1227&cid=1229&ksid=1227&id=523,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310052813934_s.jpg,01_试点医院/广东省第二中医院/照片/邱联群-淘金门诊-主任医师-广东省第二中医院.png,png,46356,62d4c5efd53c7f821339b7a2c465525c65a21d1f62d4935c4ebfa69ccaccc9ad,123,160,FULL_FETCH,
陈红林,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1229&typeid=1227&cid=1229&ksid=1227&id=524,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310052859542_s.jpg,01_试点医院/广东省第二中医院/照片/陈红林-淘金门诊-主治医师-广东省第二中医院.png,png,45610,2b25e363a1db723ee7b4bdec528bca905c334d1ffd13afa1bb372df74e7013bc,123,160,FULL_FETCH,
靳利利,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1229&typeid=1227&cid=1229&ksid=1227&id=519,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140310052512232_s.jpg,01_试点医院/广东省第二中医院/照片/靳利利-淘金门诊-主任医师-广东省第二中医院.png,png,40557,66eab4dcbccfd9a0073121e6aeaf591a6fd971236d5eec09785c01fba57eb359,122,160,FULL_FETCH,
余德钊,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=605,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425045128173_s.jpg,01_试点医院/广东省第二中医院/照片/余德钊-特诊室-主任中医师-广东省第二中医院.png,png,34487,2c076c126e39b0bdaa298e6f2e25f460ccfd5725948cb7cdc5ee82fd6fe7d69b,106,160,FULL_FETCH,
卢桂梅,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=597,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425051925610_s.jpg,01_试点医院/广东省第二中医院/照片/卢桂梅-特诊室-主任中医师-广东省第二中医院.png,png,31489,7a3776414b84daeb7a4abad026d89d596f058754e984bf8c1d1304bba647032a,106,160,FULL_FETCH,
吕雄,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=602,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425050150842_s.jpg,01_试点医院/广东省第二中医院/照片/吕雄-特诊室-主任中医师-广东省第二中医院.png,png,32104,e8393cfc01312e96d6ff046efc4018a75e215ed431a8c197b8f97328e5b3d2cd,106,160,FULL_FETCH,
戈焰,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=569,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-1/20140114031258700.jpg,01_试点医院/广东省第二中医院/照片/戈焰-特诊室-主任中医师-广东省第二中医院.jpg,jpg,51663,13641a05711876eea86a1ff9776540907c3737de25b8eb057cf1569e9dc2e7a2,342,369,FULL_FETCH,
李爱华,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=606,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140428033607656_s.jpg,01_试点医院/广东省第二中医院/照片/李爱华-特诊室-主任中医师-广东省第二中医院.png,png,26539,a52bef6cb28ae14ea93edb2d355da567992c0557c4ea23cba2296462fc8c21a3,122,160,FULL_FETCH,
杨思华,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=601,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140428041126201_s.jpg,01_试点医院/广东省第二中医院/照片/杨思华-特诊室-主任中医师-广东省第二中医院.png,png,24918,b875bbcbe167de4650a9b998ea9f7e37cb2f9a6ad33668e147bb8e1b1d17676a,106,160,FULL_FETCH,
汪何,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=600,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425051156543_s.jpg,01_试点医院/广东省第二中医院/照片/汪何-特诊室-主任中医师-广东省第二中医院.png,png,31593,a2c390dc9e44f2c5db2134af5ce7314fb9f6734fc8ae4a9dc8d18fdc750355c4,106,160,FULL_FETCH,
王清海,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=598,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425051728743_s.jpg,01_试点医院/广东省第二中医院/照片/王清海-特诊室-主任中医师-广东省第二中医院.png,png,31454,6f0cda218ecaab20fac5fcd3899c2d8c54dcf07670be845e1ebd1b1808d5b23b,106,160,FULL_FETCH,
许学猛,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=599,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425051403716_s.jpg,01_试点医院/广东省第二中医院/照片/许学猛-特诊室-主任中医师-广东省第二中医院.png,png,26133,8dc16d60b738858c64878af441ff6558e6607cec4b9a07f775e0f24538aba150,106,160,FULL_FETCH,
谢波,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=604,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425045254996_s.jpg,01_试点医院/广东省第二中医院/照片/谢波-特诊室-主任中医师-广东省第二中医院.png,png,34774,8e32f20eb0032e784d6440bda9747e5bed3b5582cc1ec6ac911a79c5a6ec8d88,106,160,FULL_FETCH,
邱健行,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=596,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425052103771_s.jpg,01_试点医院/广东省第二中医院/照片/邱健行-特诊室-主任中医师-广东省第二中医院.png,png,32928,d871a49766ec69ebc4b983a839c250d665724326b980974a5ba7d4bfc9c3fa8a,106,160,FULL_FETCH,
陈宁,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=610,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425044608920_s.jpg,01_试点医院/广东省第二中医院/照片/陈宁-特诊室-主任中医师-广东省第二中医院.png,png,36333,56a34dc5205caa4d6887f75fb133d2b91298fa53d8a9d214fbf305879dba4568,106,160,FULL_FETCH,
陈高峰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=609,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425044722511_s.jpg,01_试点医院/广东省第二中医院/照片/陈高峰-特诊室-主任中医师-广东省第二中医院.png,png,33591,1b7ab49ad6dba1ee0901065fe3494bda370699aa13d2035cf342617be1821df8,106,160,FULL_FETCH,
靳利利,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1464&typeid=1462&cid=1464&ksid=1462&id=612,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140425044355830_s.jpg,01_试点医院/广东省第二中医院/照片/靳利利-特诊室-主任中医师-广东省第二中医院.png,png,36257,6dd9c4be2bc1fca3761c57aef1bfc52ba110145b931ee85404fa315ef1579242,106,160,FULL_FETCH,
陈可静,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=72&typeid=70&cid=72&ksid=70&id=287,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/633821468866023113.jpg,01_试点医院/广东省第二中医院/照片/陈可静-特诊室-主任中医师-广东省第二中医院.jpg,jpg,12375,fe55c00c068b8547a3d13f3cdbec95535416bc25c0d3d8821ae9c4a7a8e26ce8,86,126,FULL_FETCH,
冯小芹,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=743,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013040738935_s.png,01_试点医院/广东省第二中医院/照片/冯小芹-白云院区传统疗法区-医师-广东省第二中医院.png,png,14299,ff297b3cd529a0935ae33d741ff0f94fe56853ee73c2da64438b9a638f0929ca,77,100,FULL_FETCH,
刘仁金,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=747,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013041503644_s.png,01_试点医院/广东省第二中医院/照片/刘仁金-白云院区传统疗法区-医师-广东省第二中医院.png,png,12231,b4f53467f36bfa691bf5761649d798368bc1e7c2e3be8f566b4895d2e2d4d9ce,74,100,FULL_FETCH,
刘莉,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=734,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013035100195_s.png,01_试点医院/广东省第二中医院/照片/刘莉-白云院区传统疗法区-未标注-广东省第二中医院.png,png,12663,4170ab15876a149e78a4155ef2f7d60a8f086c7963e1d397cdd8e88f2838e8fb,73,100,FULL_FETCH,
官华良,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=740,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013040343241_s.png,01_试点医院/广东省第二中医院/照片/官华良-白云院区传统疗法区-未标注-广东省第二中医院.png,png,12964,520717fc093c23a67d1d9f8912340d7a7011eb12e3e54878cf41ff1647ac67d6,77,100,FULL_FETCH,
张勤锐,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=741,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013040500981_s.png,01_试点医院/广东省第二中医院/照片/张勤锐-白云院区传统疗法区-未标注-广东省第二中医院.png,png,15821,fc32bb5f442ed41a21e4f64ce62189880e0b29fe7c8e2863435ae43fd07fc395,74,100,FULL_FETCH,
彭震峰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=746,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013041341482_s.png,01_试点医院/广东省第二中医院/照片/彭震峰-白云院区传统疗法区-未标注-广东省第二中医院.png,png,12704,76f4362d864de12ad02e0ebb46858925521cd78f0b46069b0017686344b29a87,69,100,FULL_FETCH,
李翠香,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=739,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013040210740_s.png,01_试点医院/广东省第二中医院/照片/李翠香-白云院区传统疗法区-未标注-广东省第二中医院.png,png,14012,69731acfd50d5478849bbfdae325c52be422069ed7589b7e30332224b0823efd,71,100,FULL_FETCH,
杨淑荃,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=736,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014090551234_s.png,01_试点医院/广东省第二中医院/照片/杨淑荃-白云院区传统疗法区-副主任中医师-广东省第二中医院.png,png,10788,4bb962e9b83a9e4d6a14c1634150e61f76e99932d367440630717b563730719a,68,100,FULL_FETCH,
林楚钊,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=742,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013040619477_s.png,01_试点医院/广东省第二中医院/照片/林楚钊-白云院区传统疗法区-未标注-广东省第二中医院.png,png,14330,543066e880a36dfc21d484bd6a935aba9c668ea385d740a6fa9d2c3c72b8e026,71,100,FULL_FETCH,
林湖广,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=733,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013034728817_s.png,01_试点医院/广东省第二中医院/照片/林湖广-白云院区传统疗法区-未标注-广东省第二中医院.png,png,11504,66655489cf58aa70396617e575388f70367aa80795c602fc520cecaf090b64ed,71,100,FULL_FETCH,
王传鑫,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=745,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013041112728_s.png,01_试点医院/广东省第二中医院/照片/王传鑫-白云院区传统疗法区-未标注-广东省第二中医院.png,png,22791,f7da7775a501c5b140cd5609d763c628630af30eb047c7cbcab1dc441274d7bf,100,100,FULL_FETCH,
王朋莉,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=737,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013035716573_s.png,01_试点医院/广东省第二中医院/照片/王朋莉-白云院区传统疗法区-主治医师-广东省第二中医院.png,png,12584,57b5fa595d9414f92eb7eecddd7429393c3bf1e5ceaa98966567bee03aa25927,71,100,FULL_FETCH,
谢秋平,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=735,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013035208479_s.png,01_试点医院/广东省第二中医院/照片/谢秋平-白云院区传统疗法区-未标注-广东省第二中医院.png,png,15923,0892af06749ed15152a28918091197773e075afb1a364aeb46b9810a44fe28a5,70,100,FULL_FETCH,
郑钦毫,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=744,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013040933278_s.png,01_试点医院/广东省第二中医院/照片/郑钦毫-白云院区传统疗法区-医师-广东省第二中医院.png,png,13136,6b4b697fc2aa1063bcdc5754074c801f0383e10da7cac56e1eb7b5c6e68a4961,71,100,FULL_FETCH,
陈小燕,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1118&typeid=1116&cid=1118&ksid=1116&id=738,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013035909405_s.png,01_试点医院/广东省第二中医院/照片/陈小燕-白云院区传统疗法区-医师-广东省第二中医院.png,png,14562,6ccb155fe7561cde2dc1ff8b91b6bda3aece508be99844fade87783504505d9a,68,100,FULL_FETCH,
胡想国,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1086&typeid=1084&cid=1086&ksid=1084&id=375,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228052049345_s.jpg,01_试点医院/广东省第二中医院/照片/胡想国-白云院区口腔科-主治医师-广东省第二中医院.png,png,42003,c8a2adc70e60c0fc867e3a694dfeca85b1aa67075bf6564578d2e9b3088da93c,120,160,FULL_FETCH,
张玉蓉,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=976&typeid=895&cid=976&ksid=895&id=755,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221021084233540_s.png,01_试点医院/广东省第二中医院/照片/张玉蓉-白云院区妇科-主任中医师-广东省第二中医院.png,png,13229,75bdb8e6fb01877766c68a4835097ea16bda9ba1c6731fddc44ad8a878edfbfe,117,100,FULL_FETCH,
杨宇航,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=976&typeid=895&cid=976&ksid=895&id=757,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221021085218258_s.png,01_试点医院/广东省第二中医院/照片/杨宇航-白云院区妇科-主治中医师-广东省第二中医院.png,png,17968,e9fd27115c8af28e049373ba39214def7fcd73c5277fa226115f1a4ff80841db,106,100,FULL_FETCH,
柯婵,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=976&typeid=895&cid=976&ksid=895&id=758,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221021085419270_s.png,01_试点医院/广东省第二中医院/照片/柯婵-白云院区妇科-未标注-广东省第二中医院.png,png,15202,8baa5655fc94e74ed0be633ff6ef25b8444a282bec08f18e5c31ff548d046831,80,100,FULL_FETCH,
王慧,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=976&typeid=895&cid=976&ksid=895&id=756,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221022090924646_s.jpg,01_试点医院/广东省第二中医院/照片/王慧-白云院区妇科-副主任中医师-广东省第二中医院.png,png,14699,4eded9be985309c70dff728f993591ec586892a382cef6b6629313a3d44a7029,75,100,FULL_FETCH,
何国建,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=573,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011025843659_s.png,01_试点医院/广东省第二中医院/照片/何国建-白云院区康复治疗区-未标注-广东省第二中医院.png,png,11573,a65a11be62424988f730d3f4f9bceb6e523f5e209cd684a4ab516e29c25cff03,75,100,FULL_FETCH,
吴振中,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=574,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011030555954_s.jpg,01_试点医院/广东省第二中医院/照片/吴振中-白云院区康复治疗区-未标注-广东省第二中医院.png,png,15547,aa02adce835daff11cd23857b5ff3fe599422bde2fc3093f4d19593bd7ff40df,75,100,FULL_FETCH,
庄婷婷,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=577,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011025737661_s.png,01_试点医院/广东省第二中医院/照片/庄婷婷-白云院区康复治疗区-未标注-广东省第二中医院.png,png,14587,0eb3fd2ede19f614b3f5ae91290f35c25c49971857d6b217adf6871d2a1bfdc5,76,100,FULL_FETCH,
朱冬娇,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=571,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011025434648_s.png,01_试点医院/广东省第二中医院/照片/朱冬娇-白云院区康复治疗区-未标注-广东省第二中医院.png,png,18233,e0c68ced86e0cb7c4227f5ebc338ee123409207f02457171f34b854a9dbf4006,85,100,FULL_FETCH,
杨宇愿,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=727,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011030811555_s.png,01_试点医院/广东省第二中医院/照片/杨宇愿-白云院区康复治疗区-未标注-广东省第二中医院.png,png,13031,6c8ad7694d530fc6998bd8ee18dd26df7b4fdd5daa510eee419a275e0cba2911,71,100,FULL_FETCH,
