row_number,sequence,hospital,name,source_link,original_length,removed_segment,removed_length,remaining_length,segment_start,segment_end,segment_position,match_type,site_title,name_variant,owner_atypical_profile_case,quote_boundary_status,original_sha256,remaining_sha256
1013,1012,中山大学肿瘤防治中心,吴秋良,https://www.sysucc.org.cn/node/3859,1479,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 吴秋良 ,43,1436,0,43,START,SYSUCC_CLINICAL_EXPERT,吴秋良,NO,NO,NO_ADJACENT_QUOTE,78b3714760db088c32f78e5793264fa01717a731f04453b630c0d7ee7fbf92e1,fe03b99f865c9421fd4b4e9280716d10b922921316d3e56873d5233dd27d93eb
1014,1013,中山大学肿瘤防治中心,奚少彦,https://www.sysucc.org.cn/node/3872,56,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 奚少彦 ,43,13,0,43,START,SYSUCC_CLINICAL_EXPERT,奚少彦,NO,NO,NO_ADJACENT_QUOTE,bae6c7becd35d815cbdeff5bca78069edcdf581b4d3403c0f9a8ce0d8e914569,d99ff5eeb7c8c9b1d98d78f53ae6c095ee0b2e4c2fc4a528a46e896048210a37
1015,1014,中山大学肿瘤防治中心,孙鹏,https://www.sysucc.org.cn/node/3871,60,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 孙鹏 ,42,18,0,42,START,SYSUCC_CLINICAL_EXPERT,孙鹏,NO,NO,NO_ADJACENT_QUOTE,c920aa7e0d61b7a37118f2613481b483f4f09d58af56a0b7d3693e03ffb8f248,706a6ba981691a59a4ef219a39701edaf7cd84e8c5a4411b54727f3312da1fd3
1016,1015,中山大学肿瘤防治中心,张惠忠,https://www.sysucc.org.cn/node/3857,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 张惠忠 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,张惠忠,NO,NO,NO_ADJACENT_QUOTE,ecfd42b24232a96739b7af1e2e1035bb27b654b934a0b0459b3ab211e67a3f72,4bc0922bca7aa8443c58a0610df70b220c883bb34af1b41b050a5ec117d4c604
1017,1016,中山大学肿瘤防治中心,张迎春,https://www.sysucc.org.cn/node/3866,70,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 张迎春 ,43,27,0,43,START,SYSUCC_CLINICAL_EXPERT,张迎春,NO,NO,NO_ADJACENT_QUOTE,d18ebe6b0a084ec8f44b21d1deb2dcf5e5f29abd3559f4f7044923de9546f6dd,29ecea764196f6810ca58ebd4c6115ab24d89ae295b446a897906506e20903f1
1018,1017,中山大学肿瘤防治中心,张静,https://www.sysucc.org.cn/node/3860,72,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 张静 ,42,30,0,42,START,SYSUCC_CLINICAL_EXPERT,张静,NO,NO,NO_ADJACENT_QUOTE,3d8a32393e28ac5da5a71945490c366a6af889e84821947eb915e10529c86c64,f2ae789227d6bc48a13b1b06947703ce9116e202db53d3f0131096c77950bf34
1019,1018,中山大学肿瘤防治中心,曹云,https://www.sysucc.org.cn/node/3861,1064,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 曹云 ,42,1022,0,42,START,SYSUCC_CLINICAL_EXPERT,曹云,NO,NO,NO_ADJACENT_QUOTE,b82a4a1ca8fd6a9c1d83b7d7639f7ec9fae80a0d52c0ab2dd556e840eaf8e475,9f3f76c89516f7fa80cd10271085d39d663e4c59eb83d4f69fd76275e655197d
1020,1019,中山大学肿瘤防治中心,曾敬,https://www.sysucc.org.cn/node/3865,74,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 曾敬 ,42,32,0,42,START,SYSUCC_CLINICAL_EXPERT,曾敬,NO,NO,NO_ADJACENT_QUOTE,afaa982386fd7be8b7046debd3668195e13a21064380dd26c4c8433ba9918ec0,ec5ebec7fe8bc90c8bb893ba0041135b42a8f740159ae1015e2cec92ce11570a
1021,1020,中山大学肿瘤防治中心,林素暇,https://www.sysucc.org.cn/node/3863,67,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 林素暇 ,43,24,0,43,START,SYSUCC_CLINICAL_EXPERT,林素暇,NO,NO,NO_ADJACENT_QUOTE,a89f8eb8c542b5a04b0c5261a85376db401412d27708ddeab31074725cf01f2a,f2d5e631c078fc6533bec2591ca33750177881886ea44c05e46fe8f8ec546dbf
1022,1021,中山大学肿瘤防治中心,梁建中,https://www.sysucc.org.cn/node/3868,56,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 梁建中 ,43,13,0,43,START,SYSUCC_CLINICAL_EXPERT,梁建中,NO,NO,NO_ADJACENT_QUOTE,eff447be717acb9ae9a44cd25d6b32616c49237ff5c244113ce4b28d38d9d1ff,bf24087afa415ff0376431d6f7434835ce2322607fa2d97509c2ae60cd39caae
1023,1022,中山大学肿瘤防治中心,罗容珍,https://www.sysucc.org.cn/node/3862,65,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 罗容珍 ,43,22,0,43,START,SYSUCC_CLINICAL_EXPERT,罗容珍,NO,NO,NO_ADJACENT_QUOTE,51a80024eb5eda1e8024259a0ec83d50147bf31f39046a9387f33b8601a53ff2,b7e8d4d6d1fe4b4374d970b217d5e4ad8c994fb8ac32f4a5e519a08690a2d68b
1024,1023,中山大学肿瘤防治中心,肖永波,https://www.sysucc.org.cn/node/3873,56,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 肖永波 ,43,13,0,43,START,SYSUCC_CLINICAL_EXPERT,肖永波,NO,NO,NO_ADJACENT_QUOTE,cbc8193d4693194cf06eb97b05a4a40a09cd31c9a082b3b52a8348efb22f23aa,bf24087afa415ff0376431d6f7434835ce2322607fa2d97509c2ae60cd39caae
1025,1024,中山大学肿瘤防治中心,蔡木炎,https://www.sysucc.org.cn/node/3867,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 蔡木炎 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,蔡木炎,NO,NO,NO_ADJACENT_QUOTE,97d85728437cdf81ca5049265233b47dd9aea450abd12525ee44a5a59558caa0,336fcefd2cf413b0bb159651eb310a515669159adbf5b3b00e4210088266560c
1026,1025,中山大学肿瘤防治中心,谢丹,https://www.sysucc.org.cn/node/1541,1800,科研学者 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 科学研究 / 科研学者 谢丹 ,49,1751,0,49,START,SYSUCC_RESEARCH_SCHOLAR,谢丹,NO,YES,NO_ADJACENT_QUOTE,283aba3ad316170850207868a2de6a420ed3cd21c3ae8c9db6092284159ef0e2,d05ec3d9d3184820c8e15e3e05eb34e4389466dea063cfbc16bfddbad4861489
1027,1026,中山大学肿瘤防治中心,饶慧兰,https://www.sysucc.org.cn/node/3856,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 饶慧兰 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,饶慧兰,NO,NO,NO_ADJACENT_QUOTE,ae8b1837efb2adb7d11e1a38b800fd4272ae9776fbd188ce591f56b5b5ade2c5,73ba567b0149cc8c32fe85773760b3013b5345ef51649072035bc2c53b14d15c
1028,1027,中山大学肿瘤防治中心,黄雨华,https://www.sysucc.org.cn/node/3870,61,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 病理科 / 临床专家 黄雨华 ,43,18,0,43,START,SYSUCC_CLINICAL_EXPERT,黄雨华,NO,NO,NO_ADJACENT_QUOTE,f981b56a4247995161fa05abc6a24a624842287876673c3b6e0a01a56366f72b,706a6ba981691a59a4ef219a39701edaf7cd84e8c5a4411b54727f3312da1fd3
1029,1028,中山大学肿瘤防治中心,何振强,https://www.sysucc.org.cn/node/3718,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 何振强 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,何振强,NO,NO,NO_ADJACENT_QUOTE,13dd170f045e4dbcfded2e9658452a7e3d9a215b6caa0d0a055008ce8a29313f,33caf64e9ecc70e45040a2122cce1b0e49e3e0b77121ca9c322591f708aa9f82
1030,1029,中山大学肿瘤防治中心,张继,https://www.sysucc.org.cn/node/3717,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 张继 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,张继,NO,NO,NO_ADJACENT_QUOTE,c1986a2dfdc3719f8b3d81a4de5f4d836bddda5abc6e3bed69168d34302e966b,7fe1a6ebdc4da5c4da2ccffaac9b455abbf6ec814bea7352ab87f0a933dc0d46
1031,1030,中山大学肿瘤防治中心,杨群英,https://www.sysucc.org.cn/node/3712,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 杨群英 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,杨群英,NO,NO,NO_ADJACENT_QUOTE,58cb4b1621b30614c569361c71222e174e4a47556d149e466c90410c31c0684c,3eb3439b1f91ceb0c19ac79f65c148201edad4bb52e0335ed5d8b2c2e48e2e83
1032,1031,中山大学肿瘤防治中心,林富华,https://www.sysucc.org.cn/node/6479,274,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 林富华 ,44,230,0,44,START,SYSUCC_CLINICAL_EXPERT,林富华,NO,NO,NO_ADJACENT_QUOTE,305809a3af7248b58c8c71c991d5aa9cc9714e68868539ac088747f05e033859,96460a3f591ade13886d653fd7029a67bde8557f29caa51f8cb6851c8b9bbbfb
1034,1033,中山大学肿瘤防治中心,段昊,https://www.sysucc.org.cn/node/6435,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 段昊 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,段昊,NO,NO,NO_ADJACENT_QUOTE,157e7212a44d0528583d80a0a560faf5dc3adb4524c7ed3025a2d87216776c8f,f9045542355f9058c195a88033a09b22318b6f913c3b88e5a9a65add09dabb02
1035,1034,中山大学肿瘤防治中心,牟永告,https://www.sysucc.org.cn/node/3708,760,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 牟永告 ,44,716,0,44,START,SYSUCC_CLINICAL_EXPERT,牟永告,NO,NO,NO_ADJACENT_QUOTE,d0fba6c2f1ef82757e69dc7f1632742f870bfc0cb3bd6b1ae5250e0d4b3808a4,4c84f004e8b7a774b8bc2c6b73490fe9bb896442c32a96a22461e000e95f8e49
1036,1035,中山大学肿瘤防治中心,王翦,https://www.sysucc.org.cn/node/3709,596,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 王翦 ,43,553,0,43,START,SYSUCC_CLINICAL_EXPERT,王翦,NO,NO,NO_ADJACENT_QUOTE,1c76a09a0bced69de22be826226d19d92117893a6866325d4cd3da3d1e8b9966,ed9ecdefbfe660c21959c755b7b951fd4d65d150a7c42e317495bde29ef781d5
1037,1036,中山大学肿瘤防治中心,蒋小兵,https://www.sysucc.org.cn/node/3716,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 蒋小兵 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,蒋小兵,NO,NO,NO_ADJACENT_QUOTE,c7939fee6498a55957f3c799fdbb03801a30a6e54a68537a15d898ca208cabe0,76fd0e15030a89c4a45ecdc473bab012f021fce7f1abceedc6d102a970196075
1038,1037,中山大学肿瘤防治中心,赛克,https://www.sysucc.org.cn/node/3710,896,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 赛克 ,43,853,0,43,START,SYSUCC_CLINICAL_EXPERT,赛克,NO,NO,NO_ADJACENT_QUOTE,8b8e446a0dd61adb9386e59deb7c46afa7cb7b53d8e399b78f0784cef2ae127a,8011dd1ebf0478e8dc367fa921cf9b0ac92fcdc32e5ad86696d5b21daa123758
1039,1038,中山大学肿瘤防治中心,郭琤琤,https://www.sysucc.org.cn/node/3714,1570,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 郭琤琤 ,44,1526,0,44,START,SYSUCC_CLINICAL_EXPERT,郭琤琤,NO,NO,NO_ADJACENT_QUOTE,2019eb7f2dd0e6504d8c9b916e615859f29d14bee81ad43e6d8929f7e40b9964,ace674d276437f30a005b6972a0da5ee49b2cf0c6411a403cedb7c9e00b47d94
1040,1039,中山大学肿瘤防治中心,钟升,https://www.sysucc.org.cn/node/10052,723,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 钟升 ,43,680,0,43,START,SYSUCC_CLINICAL_EXPERT,钟升,NO,NO,NO_ADJACENT_QUOTE,32f4761e2de12c65322c5374a7542bded15b3af078188acc70f5f0d693025b12,49a86facd8a7f2d4cbfba4a283b4f0e86b7852d3c9b43428232521420f971622
1041,1040,中山大学肿瘤防治中心,陈忠平,https://www.sysucc.org.cn/node/3707,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 陈忠平 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,陈忠平,NO,NO,NO_ADJACENT_QUOTE,8311f30d092e86526c71a6315b1e56ff68567aef9bcbe063707c1ae2649f4a29,11bc4d78fa24f2078941cdfe807572c016ee16a4af545500b62f5b400e680336
1042,1041,中山大学肿瘤防治中心,陈银生,https://www.sysucc.org.cn/node/3715,475,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 神经外科 / 临床专家 陈银生 ,44,431,0,44,START,SYSUCC_CLINICAL_EXPERT,陈银生,NO,NO,NO_ADJACENT_QUOTE,7c0b8069e6770596c69a3b0f2c3f7ef7dbe648bae7a324976ec0040422f0ace7,f0e3e77e1f7b0bbf54be54da559f847ab92ff0f8c2d17a76f813b4d1416d8e00
1043,1042,中山大学肿瘤防治中心,丁培荣,https://www.sysucc.org.cn/node/3680,1756,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 丁培荣 ,44,1712,0,44,START,SYSUCC_CLINICAL_EXPERT,丁培荣,NO,NO,NO_ADJACENT_QUOTE,0dbe8283740e12fa1eba45b7125b402997bc1b5f078fb3886c3354c5d855cb17,06898de7bdcb3a1c5e20d3f4bdbcbfed76e7fdedfb25a8535df529a435472c3d
1044,1043,中山大学肿瘤防治中心,万德森,https://www.sysucc.org.cn/node/3679,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 万德森 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,万德森,NO,NO,NO_ADJACENT_QUOTE,f160d0b16f3ddf8f92c56c4f6f051947f19cf63ff65a51d2392996db77b5211e,09b4de9d67a8b20ce42f9a2fcbf0ef317be2fbb1d6c3491b0480c0bb562d899a
1045,1044,中山大学肿瘤防治中心,伍小军,https://www.sysucc.org.cn/node/3682,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 伍小军 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,伍小军,NO,NO,NO_ADJACENT_QUOTE,eb655d71bbfb89a331e114339ae60614f88b65f0b62db7e64b4bc8fb933292fd,088ff15e37eb4116daa8f4fada1182b0a2781fb97b713ba7b36025d74e646831
1046,1045,中山大学肿瘤防治中心,侯振林,https://www.sysucc.org.cn/node/10583,83,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 侯振林 ,44,39,0,44,START,SYSUCC_CLINICAL_EXPERT,侯振林,NO,NO,NO_ADJACENT_QUOTE,bb0819fa384650de67b3a6dcb4bde067947e3d6fa06a3a1afb8ddc45e1248180,d9934c886933f7c8dfe3d4505db63cba326d45ba3cf185596bc623a81d4f1bd4
1047,1046,中山大学肿瘤防治中心,卢震海,https://www.sysucc.org.cn/node/3681,1788,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 卢震海 ,44,1744,0,44,START,SYSUCC_CLINICAL_EXPERT,卢震海,NO,NO,NO_ADJACENT_QUOTE,767e9f0c241623331166642fe1e8872651ed380a823934b8584bd5eb6e010e01,63d978e4d9def12a95048326e2162298df25e1181de37ccb9c71421468975d91
1048,1047,中山大学肿瘤防治中心,周驰,https://www.sysucc.org.cn/node/10215,76,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 周驰 ,43,33,0,43,START,SYSUCC_CLINICAL_EXPERT,周驰,NO,NO,NO_ADJACENT_QUOTE,69a15e40e4647cd85ee1bc5f366e76eee6ce9fd382ef316aa7aa89c2d84ff7eb,b001b6e8dc07fa8625e849b9d876748009780f04d033ec65863b719f3c228388
1049,1048,中山大学肿瘤防治中心,唐京华,https://www.sysucc.org.cn/node/3689,556,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 唐京华 ,44,512,0,44,START,SYSUCC_CLINICAL_EXPERT,唐京华,NO,NO,NO_ADJACENT_QUOTE,d3e5db2db9817f09b09bc6a3dc1a40fb8e9a3ebdfaa6ba380b0c573d757c6001,86dc2c195527cf7c70bc9abddae7c06b2164e0c1742d800a0f443044cc0fadb0
1050,1049,中山大学肿瘤防治中心,姜武,https://www.sysucc.org.cn/node/3688,426,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 姜武 ,43,383,0,43,START,SYSUCC_CLINICAL_EXPERT,姜武,NO,NO,NO_ADJACENT_QUOTE,264afbb91890d89a15eda7145e6afe239a561327331400bf86f1be0381b770d3,9d7fb9d3b10e5bfceaf4715238053953b950ca5082556df019afd5ca04d55a67
1051,1050,中山大学肿瘤防治中心,孔令亨,https://www.sysucc.org.cn/node/3686,280,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 孔令亨 ,44,236,0,44,START,SYSUCC_CLINICAL_EXPERT,孔令亨,NO,NO,NO_ADJACENT_QUOTE,809cb5b3eff06ebdb1d6b21b14a27b770ff835d4085da18c8271a9abcdc42594,c27bf804e22b0610cab0a4e503a0c8cfc2fefb537e5eae778012abe2cd6d5797
1052,1051,中山大学肿瘤防治中心,张荣欣,https://www.sysucc.org.cn/node/3684,675,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 张荣欣 ,44,631,0,44,START,SYSUCC_CLINICAL_EXPERT,张荣欣,NO,NO,NO_ADJACENT_QUOTE,59d4db7e73c0fa654fe2fae16c210053517b17c610240cb4fd194bc2624e9526,2733a4e711a247cca6177b878c257a7b797b0fe40cd652ba1e737a7ed052b5b9
1053,1052,中山大学肿瘤防治中心,彭健宏,https://www.sysucc.org.cn/node/6531,1312,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 彭健宏 ,44,1268,0,44,START,SYSUCC_CLINICAL_EXPERT,彭健宏,NO,NO,NO_ADJACENT_QUOTE,5a09a03509275f6284699cef661c98ffcd8ac4bf483bbdeba35b26885c96f35e,e93725f153b522db54d077bb0d648d775c9f615ee5f81abe7d3525cd9badeeaa
1054,1053,中山大学肿瘤防治中心,李力人,https://www.sysucc.org.cn/node/3678,1608,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 李力人 ,44,1564,0,44,START,SYSUCC_CLINICAL_EXPERT,李力人,NO,NO,NO_ADJACENT_QUOTE,92661db20df200c401b32633383d03a48bd42f3441e44c0e4c12cd9fea8a7afa,1a30efe6b70ca9d56069ffaab3ac36c6bf4cd5f19d7192599ba7f0bf85252391
1055,1054,中山大学肿瘤防治中心,李原,https://www.sysucc.org.cn/node/5967,531,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 李原 ,43,488,0,43,START,SYSUCC_CLINICAL_EXPERT,李原,NO,NO,NO_ADJACENT_QUOTE,a1a42d1a76b404a62621f9cfa9689f83d153a19dde1d19e3a7824ceba194ff2a,b7f0f0905f7326035a7eda1dfdf1f09f484b1b517bb8dea623c015e1e2edaebf
1056,1055,中山大学肿瘤防治中心,李聪,https://www.sysucc.org.cn/node/3685,149,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 李聪 ,43,106,0,43,START,SYSUCC_CLINICAL_EXPERT,李聪,NO,NO,NO_ADJACENT_QUOTE,34f7bb248d56b36456b873491f017b689dd306271d7e80415d1c23a5cd9001c0,bb7cbd97dc60de0e38b1292a1ece386aba94d4d7b3c2458530e07df01ea65467
1057,1056,中山大学肿瘤防治中心,林俊忠,https://www.sysucc.org.cn/node/3683,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 林俊忠 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,林俊忠,NO,NO,NO_ADJACENT_QUOTE,d79327862eb8bec91636c15095bfc7912b662704e81cbda94a46a5b8abd9428c,d687d884cc4c2b05519265a5ba50999ab7540802a66a52b3f8ccbd0a149a9c63
1058,1057,中山大学肿瘤防治中心,潘志忠,https://www.sysucc.org.cn/node/3676,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 潘志忠 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,潘志忠,NO,NO,NO_ADJACENT_QUOTE,03a5270282f97a824ab608f3871a6be7b05807e8e003f7c42773225c7e3d463a,9895925fe21c86d96b70777f6602b19e034db95ff8cb65ab091639d8713445a1
1059,1058,中山大学肿瘤防治中心,王福龙,https://www.sysucc.org.cn/node/9739,1573,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 王福龙 ,44,1529,0,44,START,SYSUCC_CLINICAL_EXPERT,王福龙,NO,NO,NO_ADJACENT_QUOTE,a242401ddde0111b51f4d9671c3b9785c5e6eb0671461cb18f5e790ac6c52f32,bb2a1a4f680bb35b995789af39b5d407ba819f26c27c21ca582db25b9e43fc02
1060,1059,中山大学肿瘤防治中心,肖斌毅,https://www.sysucc.org.cn/node/8256,312,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 肖斌毅 ,44,268,0,44,START,SYSUCC_CLINICAL_EXPERT,肖斌毅,NO,NO,NO_ADJACENT_QUOTE,fb6db1666084433c3c8464a3aba01804e5885091d16b0ab7782359c83c96db5b,df752348d030a5051d8d268f30a1e65674edc088c1dc2f82539f2422cca337f2
1061,1060,中山大学肿瘤防治中心,范文华,https://www.sysucc.org.cn/node/3687,148,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 范文华 ,44,104,0,44,START,SYSUCC_CLINICAL_EXPERT,范文华,NO,NO,NO_ADJACENT_QUOTE,e41f2f4a8539540dab2c56c1efa63a34efd11b93a6323ffd2745cc17ff95e912,c6661f5e81d5c2fe111fe5b8aaf4d8bec4299ad77bb3ac360e95b7fbc8a47895
1062,1061,中山大学肿瘤防治中心,陈功,https://www.sysucc.org.cn/node/3677,1133,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 陈功 ,43,1090,0,43,START,SYSUCC_CLINICAL_EXPERT,陈功,NO,NO,NO_ADJACENT_QUOTE,82b1e7a08a9e2f1263bd2eac9011fdec553b238be1739959264f0beea5c84245,8f063971c962aa5546df8bd78c17247622f5a8744972cd64224c8ad77c1cce44
1063,1062,中山大学肿瘤防治中心,韩凯,https://www.sysucc.org.cn/node/3690,472,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 结直肠科 / 临床专家 韩凯 ,43,429,0,43,START,SYSUCC_CLINICAL_EXPERT,韩凯,NO,NO,NO_ADJACENT_QUOTE,5e8365eb33f1c4924b4c40036582b6d258d1d9c9261f83ea16254f41de8d8e77,814d78ad5833e73e3685ec7c8d45bf7948796f5c57fc0582b55e1b8f04be0d56
1064,1063,中山大学肿瘤防治中心,何文卓,https://www.sysucc.org.cn/node/3772,158,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 综合科 / 临床专家 何文卓 ,43,115,0,43,START,SYSUCC_CLINICAL_EXPERT,何文卓,NO,NO,NO_ADJACENT_QUOTE,8fab1579f05fa61192588a865b9abab1f2622119dc1b0935bedbb84437d2b94d,ef18d3b9ca545a51e32d6cd433dd6b04318e0851f29ad925b13718162356e560
1065,1064,中山大学肿瘤防治中心,刘寿生,https://www.sysucc.org.cn/node/3771,815,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 综合科 / 临床专家 刘寿生 ,43,772,0,43,START,SYSUCC_CLINICAL_EXPERT,刘寿生,NO,NO,NO_ADJACENT_QUOTE,e56a1e611b1fb0d791cba0162377ffa668e5cd7838b5d05d22df2357a773108a,62d835d0ff9465db6f1ff3fc9a6e360f9d38c2b073dbe01a8efc094b91bee253
1066,1065,中山大学肿瘤防治中心,周溢鑫,https://www.sysucc.org.cn/node/6446,61,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 综合科 / 临床专家 周溢鑫 ,43,18,0,43,START,SYSUCC_CLINICAL_EXPERT,周溢鑫,NO,NO,NO_ADJACENT_QUOTE,cd54c06c5cbe149ef7c86cb5a7c98ae4454b9ebbf16baa0a66998356f467e8ac,795ae9b65d16122af20da35abd4220461f440d0c66abfdb5e5f113a03d195710
1067,1066,中山大学肿瘤防治中心,夏良平,https://www.sysucc.org.cn/node/3763,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 综合科 / 临床专家 夏良平 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,夏良平,NO,NO,NO_ADJACENT_QUOTE,b3fc2cfc6da9eb5c31d5e59c6da60e1c3e0f4557ead8ab4169b6161f4180615a,ffe8c280c08171b05cf6ab78d8b10bab7356e74d5209c356bf180430efafafc1
1068,1067,中山大学肿瘤防治中心,彭柔君,https://www.sysucc.org.cn/node/3765,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 综合科 / 临床专家 彭柔君 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,彭柔君,NO,NO,NO_ADJACENT_QUOTE,a0b12d440a0be9ead73c30b31d0687e6c526eac9a18bc6b0a0a3ed42bd8eb687,0b61f428bf74ebe1d8d090b232d28851f8635145653c213b841a84e2e80db8ef
1069,1068,中山大学肿瘤防治中心,权琦,https://www.sysucc.org.cn/node/6733,210,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 综合科 / 临床专家 权琦 ,42,168,0,42,START,SYSUCC_CLINICAL_EXPERT,权琦,NO,NO,NO_ADJACENT_QUOTE,e1994020584f12607ca097ebdb004169d646c9b5d6b6fbd705c679c7d81f3175,6180613e58dd4bccb8f83b2824de49a37c26082b18aed412b03f8acf9ef5dc5a
1070,1069,中山大学肿瘤防治中心,白龙,https://www.sysucc.org.cn/node/3770,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 综合科 / 临床专家 白龙 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,白龙,NO,NO,NO_ADJACENT_QUOTE,6d2d255574bf3d9fd906935531afa4c83dc475bb747543c79634ae2d72700aa2,32bb04392e2ba0896e8152770f2c9c5c81aa45433fcc766c5a3e200f99e8011e
1071,1070,中山大学肿瘤防治中心,董军,https://www.sysucc.org.cn/node/6448,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 综合科 / 临床专家 董军 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,董军,NO,NO,NO_ADJACENT_QUOTE,f7942d78a13907cb41d1346491e0af2063dcf6e6f7ea4fca70ca255ef28c1f85,0dd3343959110485c5572c12bb135b37d0cf1bed5c8fd07475a2b339bba56591
