row_number,sequence,hospital,name,source_link,original_length,removed_segment,removed_length,remaining_length,segment_start,segment_end,segment_position,match_type,site_title,name_variant,owner_atypical_profile_case,quote_boundary_status,original_sha256,remaining_sha256
745,744,中山大学肿瘤防治中心,王德深 学历：中山大学临床医学博士,https://www.sysucc.org.cn/node/1505,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 王德深 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,王德深,YES,NO,NO_ADJACENT_QUOTE,6848f8389b218a8576d865db654459c16a6049538b1f2c2dae7f062301ecbdac,b16c55dc7c22668559054ee0eeefaee20755552031b670b1f8143e2115517305
746,745,中山大学肿瘤防治中心,王志强,https://www.sysucc.org.cn/node/1498,623,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 王志强 ,42,581,0,42,START,SYSUCC_CLINICAL_EXPERT,王志强,NO,NO,NO_ADJACENT_QUOTE,9d8337a63aec83a690ac8b6dfa0003c586ba07ab095fe00654d281af03a214bb,ecc3a47585d2400984fad9a265b2ca1999f5d5684d5a87f243be30f505001c74
749,748,中山大学肿瘤防治中心,王潇潇,https://www.sysucc.org.cn/node/1510,1030,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 王潇潇 ,42,988,0,42,START,SYSUCC_CLINICAL_EXPERT,王潇潇,NO,NO,NO_ADJACENT_QUOTE,bf3640fa0e39d2912f11b9eb76a2c26e9d8c0f93d46855de549cfbc8e0be53d7,e537cee581afb0b20e72414960f6c6cb5e1f7f9e6ca09009926a19ad3fd8f1ae
750,749,中山大学肿瘤防治中心,王英男,https://www.sysucc.org.cn/node/10437,623,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 王英男 ,42,581,0,42,START,SYSUCC_CLINICAL_EXPERT,王英男,NO,NO,NO_ADJACENT_QUOTE,3353ea8788f301f358e5c5d77d158f40b6ed3a780a58364d78f91761b14b7ad4,bba6a9dea259c8964f926e15d9f2b4f99215ff2a2587736bf4a9570aa9808f7a
751,750,中山大学肿瘤防治中心,王钊,https://www.sysucc.org.cn/node/8017,343,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 王钊 ,41,302,0,41,START,SYSUCC_CLINICAL_EXPERT,王钊,NO,NO,NO_ADJACENT_QUOTE,c4a917ac74ceda620ecf75e99c65a6c4917c94aa1d88f20ea7be060cab858641,1bdfe546e2044066a9ea50eb7a2852b1701785bf5202967d74c2c6faffce474a
753,752,中山大学肿瘤防治中心,田小朋,https://www.sysucc.org.cn/node/1521,1146,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 田小朋 ,42,1104,0,42,START,SYSUCC_CLINICAL_EXPERT,田小朋,NO,NO,NO_ADJACENT_QUOTE,05e306aa1d2baa3ae51aaccdb77eef725889e6d0b3d404654dd4da069f900cda,1266e31931c25f2f0c88d5c46581274c7ba85b9205d56e17307258b6965aac88
754,753,中山大学肿瘤防治中心,白冰,https://www.sysucc.org.cn/node/1518,129,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 白冰 ,41,88,0,41,START,SYSUCC_CLINICAL_EXPERT,白冰,NO,NO,NO_ADJACENT_QUOTE,359e2a8a04c7669fc67190fd75a244d4df9816af42864ccdedf4893df15883ba,f8459993abbe0d3ab86f1fb640a5588e1300811b7ac72e44cb193c18a06f4f9f
755,754,中山大学肿瘤防治中心,聂蔓,https://www.sysucc.org.cn/node/1638,560,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 聂蔓 ,41,519,0,41,START,SYSUCC_CLINICAL_EXPERT,聂蔓,NO,NO,NO_ADJACENT_QUOTE,95ab2159ed22b5a758cc2acdfa28faab689c807d28f76908ad9b7a33e2bec555,8fd074a19faa765a554097be9fa86e9b36a030a87ec31bcb8111dd1e28dc49b4
757,756,中山大学肿瘤防治中心,薛聪,https://www.sysucc.org.cn/node/1507,440,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 薛聪 ,41,399,0,41,START,SYSUCC_CLINICAL_EXPERT,薛聪,NO,NO,NO_ADJACENT_QUOTE,6d7d535e4a645b627923e515f39ca761e9387b654383fb82080c15951ba31c72,1cc54218b22b652670e1594f4ca6f34bdafb3ff434e576e3e804c188dd4f5e43
759,758,中山大学肿瘤防治中心,赵媛媛,https://www.sysucc.org.cn/node/1499,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 赵媛媛 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,赵媛媛,NO,NO,NO_ADJACENT_QUOTE,aff6765ccee970e5a2ac68f3929f95cc648dcfda8462ba561fc39e3494f2f3a8,1ca640f75e55a8bedfee44163ed066f18fcd0683035acc606977cb12224e8929
760,759,中山大学肿瘤防治中心,赵珅,https://www.sysucc.org.cn/node/1522,932,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 赵珅 ,41,891,0,41,START,SYSUCC_CLINICAL_EXPERT,赵珅,NO,NO,NO_ADJACENT_QUOTE,4b5551c4e594ff41492b8c26a4b026dbc9449ee44d0b9baa0a933a102acadb34,9e1bf564f9e3d7b1ea0b5b4799a10b22da5bc9326ee34bd2ecaa963bbe7b577c
761,760,中山大学肿瘤防治中心,邱妙珍,https://www.sysucc.org.cn/node/1502,969,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 邱妙珍 ,42,927,0,42,START,SYSUCC_CLINICAL_EXPERT,邱妙珍,NO,NO,NO_ADJACENT_QUOTE,dac2a3b833abb4b232ca6ac079e9526101b7c8774cf4b6da9f6834832d1f90be,7ed05b0cb586976e5fe13ec27b5ce9db765afcdde3037736413784872a4285eb
763,762,中山大学肿瘤防治中心,金颖,https://www.sysucc.org.cn/node/1514,108,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 金颖 ,41,67,0,41,START,SYSUCC_CLINICAL_EXPERT,金颖,NO,NO,NO_ADJACENT_QUOTE,412efd626954c8199edc259662f34324bcf9fcc9c6bcef5ed958c3ab22a21259,96cde52a9e70ff33f4ab6058702a44d35184ed1cb70218f202d2e95edce0b911
764,763,中山大学肿瘤防治中心,陈丽昆,https://www.sysucc.org.cn/node/1480,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 陈丽昆 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,陈丽昆,NO,NO,NO_ADJACENT_QUOTE,e4ee1cb46a4030a4e6eb0dd9703f17b2319eea34c0752b4786ebe7e06d65b6cf,be4d3550bc6ec14593c0f6c69e8b2dddc9bdd4b7fdf460fb82a5327fe8bfaffe
765,764,中山大学肿瘤防治中心,陈港,https://www.sysucc.org.cn/node/1633,436,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 陈港 ,41,395,0,41,START,SYSUCC_CLINICAL_EXPERT,陈港,NO,NO,NO_ADJACENT_QUOTE,40287ad9862ba39119c94c2cbb90be1b4999efe6a0bee8e83904da4672075197,43c6d00ef9d664259da0435a15a1e20a9c434196f4452ad5ff0557a3d4493241
768,767,中山大学肿瘤防治中心,高岩,https://www.sysucc.org.cn/node/6442,62,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 高岩 ,41,21,0,41,START,SYSUCC_CLINICAL_EXPERT,高岩,NO,NO,NO_ADJACENT_QUOTE,02cb463dc86fa62e12c508858fa80a04f245ddb4153521fe789d96b6fa8d2fe1,38d7c67fd123e3e7721506eac2e20b351590d6d51bcdc44e36c89805d70abf4a
769,768,中山大学肿瘤防治中心,魏小丽,https://www.sysucc.org.cn/node/1512,288,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 魏小丽 ,42,246,0,42,START,SYSUCC_CLINICAL_EXPERT,魏小丽,NO,NO,NO_ADJACENT_QUOTE,40ca8bc5d7ac3fcb71bde08a9cbf504655831507c3f0b3cfb3a19b7f609d063d,6b0c47e587246234365aadafe539e4884fa5648f2682a53f368fe8cfd128eda1
770,769,中山大学肿瘤防治中心,黄嘉佳,https://www.sysucc.org.cn/node/1497,625,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 黄嘉佳 ,42,583,0,42,START,SYSUCC_CLINICAL_EXPERT,黄嘉佳,NO,NO,NO_ADJACENT_QUOTE,20acc3030e8fdfc067d703de0428ea7128fac55e8cdb1f9edcddcf8beb44cab9,3d05f19d7d38067df293b9eead250cb657620201b073c9350989a7f59e09d568
771,770,中山大学肿瘤防治中心,黄岩,https://www.sysucc.org.cn/node/1486,480,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 黄岩 ,41,439,0,41,START,SYSUCC_CLINICAL_EXPERT,黄岩,NO,NO,NO_ADJACENT_QUOTE,e6f5e4978b316f8ca2832c65db87acaf7b17492e715ac4bc6ea5ade6c4cf8527,265cb446ed14d96144b086c5a9470fae6c136da9e82cfef7e4234dccfed87e18
773,772,中山大学肿瘤防治中心,黄河,https://www.sysucc.org.cn/node/1493,628,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 黄河 ,41,587,0,41,START,SYSUCC_CLINICAL_EXPERT,黄河,NO,NO,NO_ADJACENT_QUOTE,53ba69eafdafc3c6ec997e8cb7febd5069746d5295d270f29cd67c863acb7433,434431e13f3a06e01a28120cacf550fcdecc0517efc320d8d0da56035ec7e025
774,773,中山大学肿瘤防治中心,单宏波,https://www.sysucc.org.cn/node/3908,134,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 单宏波 ,43,91,0,43,START,SYSUCC_CLINICAL_EXPERT,单宏波,NO,NO,NO_ADJACENT_QUOTE,4beca3ee41412c50d3f6abec6850e01d4b56b31326fbb68fd302f9ccbe577ce0,6b797fc6cf4d6a4ba9b117f52881eddb1e553c0fb8b862fca13002ba3fe0a744
775,774,中山大学肿瘤防治中心,张蓉,https://www.sysucc.org.cn/node/3907,1059,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 张蓉 ,42,1017,0,42,START,SYSUCC_CLINICAL_EXPERT,张蓉,NO,NO,NO_ADJACENT_QUOTE,d7b3a0cc4ff205f5ffdada9a9cd04953621ab0544e0d148f35257f507e8f99fd,89b568850026191d66752a02a52f3c968d970105d8496359acb193a08d4d350b
776,775,中山大学肿瘤防治中心,徐国良,https://www.sysucc.org.cn/node/3905,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 徐国良 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,徐国良,NO,NO,NO_ADJACENT_QUOTE,5021d4ed88ac057d4d380a52f775c1a9d1119443cf6c86d5a9c45c6fa3103f20,14906fc4d31e7824e1605485ebdb0110d5d62d832fbeae192fe9f2777256dc6e
777,776,中山大学肿瘤防治中心,李茵,https://www.sysucc.org.cn/node/3911,78,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 李茵 ,42,36,0,42,START,SYSUCC_CLINICAL_EXPERT,李茵,NO,NO,NO_ADJACENT_QUOTE,4dbe7aa5af596fce3c9225fbd8383d9a73ea221fa0642f3cc46007a34dfdfb1f,1e3010aae2444cb830229158087562743c85edad1755ebfa3ba65957da8a83a0
778,777,中山大学肿瘤防治中心,林世永,https://www.sysucc.org.cn/node/3915,109,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 林世永 ,43,66,0,43,START,SYSUCC_CLINICAL_EXPERT,林世永,NO,NO,NO_ADJACENT_QUOTE,b2f393f85aad38598e35286b199de63b39c9ead2cdb14a060faeebafc9597564,920d595b541c552cff17a66dc5f43606b4199970ae81ca0c3d3ab8ab84087c65
779,778,中山大学肿瘤防治中心,王国宝,https://www.sysucc.org.cn/node/3912,99,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 王国宝 ,43,56,0,43,START,SYSUCC_CLINICAL_EXPERT,王国宝,NO,NO,NO_ADJACENT_QUOTE,9acf88d953a55b71f58deeb2484953b0df1f08ebece15ba8c6afe4a12f41f241,df07282b83c7be7ecfe0f0cb07ce988cd0e6b4a4ad42f9cc785b33f89dd8f2b0
780,779,中山大学肿瘤防治中心,白坤昊,https://www.sysucc.org.cn/node/3921,800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 白坤昊 ,43,757,0,43,START,SYSUCC_CLINICAL_EXPERT,白坤昊,NO,NO,NO_ADJACENT_QUOTE,c6d6240eadd86a43b023bdc3ee5380245c6a731acdadd831d3b1cff8054cd4c6,50bd81db7e454a2fb8c11b72648b81f3755825c9d4eb02894e52410bdcf609bb
781,780,中山大学肿瘤防治中心,罗广裕,https://www.sysucc.org.cn/node/3909,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 罗广裕 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,罗广裕,NO,NO,NO_ADJACENT_QUOTE,cc7bd80ff649d0c8bd25ba9e5d89dfb7c4612e62b57fb0f53cef639cd5f0c440,746cd13433b3b7f975da8e9b3f11e688e2288af27f53a1af211e629f77418caa
782,781,中山大学肿瘤防治中心,贺龙君,https://www.sysucc.org.cn/node/3914,765,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 贺龙君 ,43,722,0,43,START,SYSUCC_CLINICAL_EXPERT,贺龙君,NO,NO,NO_ADJACENT_QUOTE,21108b97c45a2c4f19c6b41de1d618e40374f674883faf63c6b8f7658870d8df,88833d646ee30154fbaf0a101b06a5fa5a1cffb931ad7efc5ced2308261d6950
783,782,中山大学肿瘤防治中心,高晓燕,https://www.sysucc.org.cn/node/3910,68,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 高晓燕 ,43,25,0,43,START,SYSUCC_CLINICAL_EXPERT,高晓燕,NO,NO,NO_ADJACENT_QUOTE,4144200536fef12ecf21f92110ffec30d9d08fae13b5ddaff88af13a3659d504,3f81879c14076796f13cb003b8886ebcd22e677a71cd06e44037cf70a9b8c425
784,783,中山大学肿瘤防治中心,黄春雨,https://www.sysucc.org.cn/node/3913,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 黄春雨 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,黄春雨,NO,NO,NO_ADJACENT_QUOTE,7cdcd9a534cdf8f67ab0417a209e4042de30f9677f77c8af2116dfd05612af0e,978ad0857c5a8e0cc77edf641f79d50587a8b878cd1c21acae7ba3efb5779fe0
785,784,中山大学肿瘤防治中心,黎建军,https://www.sysucc.org.cn/node/3906,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 内镜科 / 临床专家 黎建军 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,黎建军,NO,NO,NO_ADJACENT_QUOTE,bcb955a04d56403a3d714aa0ef427486e987308ea9df620348bc278e99334bca,1c2835e55c65bb3f53822313261e0505bb793f210f6eb93436c33e9f565ef787
786,785,中山大学肿瘤防治中心,刘学奎,https://www.sysucc.org.cn/node/3598,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 刘学奎 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,刘学奎,NO,NO,NO_ADJACENT_QUOTE,8811abeb846cd74c1f24a5fff5607e6f852ca0f90cbe7df81d32474e00319b03,ec4db80e85e4041d2e6d5a93379a13fec3fdc21714eec2ba5a28b0aa60604250
787,786,中山大学肿瘤防治中心,刘巍巍,https://www.sysucc.org.cn/node/3601,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 刘巍巍 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,刘巍巍,NO,NO,NO_ADJACENT_QUOTE,f3e325ca0d1cd345418007a5a626400eef63678f04d9b8764235cf5f1107299f,ea420d27a67c903be2b999ae6296a0f3a3447505996eaef5b28cd2b20b45cde8
788,787,中山大学肿瘤防治中心,吴桐,https://www.sysucc.org.cn/node/10098,417,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 吴桐 ,42,375,0,42,START,SYSUCC_CLINICAL_EXPERT,吴桐,NO,NO,NO_ADJACENT_QUOTE,8dc1a1f6af3740a60b8f931105fcd6a3aeaf1e74fe5b232908b68d0444619c17,cb84ef2afea0e3a21ccdab34f8cb4554410b13884076520425588610cfcdb6b6
789,788,中山大学肿瘤防治中心,吴迪,https://www.sysucc.org.cn/node/8172,484,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 吴迪 ,42,442,0,42,START,SYSUCC_CLINICAL_EXPERT,吴迪,NO,NO,NO_ADJACENT_QUOTE,dd1367c8ee1237c6f1b061346c35cb693c175d11699c03039fa6c07a209406ea,70e1493bfc7fd96b1b860658959536596482545999e672ed29aeef4f46277963
790,789,中山大学肿瘤防治中心,宋明,https://www.sysucc.org.cn/node/3596,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 宋明 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,宋明,NO,NO,NO_ADJACENT_QUOTE,53a1fc9af41e2a1b07b1ddd2c34a29423df752da1481c3b74c28dc2740e732a7,a2ec67b8768495446b8721cc84e1ef143e30e325e4c2ca71a1a168e742df1851
791,790,中山大学肿瘤防治中心,张诠,https://www.sysucc.org.cn/node/3595,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 张诠 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,张诠,NO,NO,NO_ADJACENT_QUOTE,c9fa4a025c2cb5db09716bbbf5c1d1af874acdd2508475d6219e6e88fb2c62c6,41b94ef04acaf535a08ad60b7ccb9b92503f156506ea8d5776a6d083b4f807e6
792,791,中山大学肿瘤防治中心,李秋梨,https://www.sysucc.org.cn/node/3604,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 李秋梨 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,李秋梨,NO,NO,NO_ADJACENT_QUOTE,05eb141bd176ecb79b540b5bcae3745982e5df7cbf8a0985c56181510b645f34,0f202e0b383a09ff0a6b29a954b6584eaa30e344f6eb8ca8dfdd09aebcaab207
793,792,中山大学肿瘤防治中心,欧阳电,https://www.sysucc.org.cn/node/3603,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 欧阳电 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,欧阳电,NO,NO,NO_ADJACENT_QUOTE,42c8fad98806f01685a5b9acf2da273a106bd3f2092d24e5edacd89b6778bd6e,5f2fd93bd37097cdec4cb6b2f7381ac152dfb26eec751c2459f855a03e826f60
794,793,中山大学肿瘤防治中心,苏旋,https://www.sysucc.org.cn/node/3606,684,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 苏旋 ,42,642,0,42,START,SYSUCC_CLINICAL_EXPERT,苏旋,NO,NO,NO_ADJACENT_QUOTE,7a27b401a67706e15a90da9ee6437b7399ca8b463eea4d5613e256092b83b372,bb0ad485882f2c99d34d00348200ac13340ec111a73dfbb9cf2237b7863d7e7c
795,794,中山大学肿瘤防治中心,陈伟超,https://www.sysucc.org.cn/node/6447,527,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 陈伟超 ,43,484,0,43,START,SYSUCC_CLINICAL_EXPERT,陈伟超,NO,NO,NO_ADJACENT_QUOTE,0053b1e894220895bc8bbf2bf2d1f545d72326cd0b9c9ee43fe7d22f239aedb0,6e7b8aa2b7158e2736f4b1459bfbd6e46946ae6f5eeed08995ae010c4ee9cd94
796,795,中山大学肿瘤防治中心,陈文宽,https://www.sysucc.org.cn/node/3600,549,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 陈文宽 ,43,506,0,43,START,SYSUCC_CLINICAL_EXPERT,陈文宽,NO,NO,NO_ADJACENT_QUOTE,4c9e438395d167e90b210d330ed03be9dbe615ec326c3613e040bf6335c584ed,7542e7a8fbf715f953fc7ed9ff85ec1cccd70e15a3a004f3014f0bfb9f775f63
797,796,中山大学肿瘤防治中心,陈树伟,https://www.sysucc.org.cn/node/3605,968,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 陈树伟 ,43,925,0,43,START,SYSUCC_CLINICAL_EXPERT,陈树伟,NO,NO,NO_ADJACENT_QUOTE,e9e449ab3f940d691238ff7464e8eb8f571e21fe81a9af38b43eb07b27ea4ed4,cdb594e1d030671ebf427882c76fc5bfc6321c95c3017c367b8dbd0e40aaa0da
798,797,中山大学肿瘤防治中心,陈艳峰,https://www.sysucc.org.cn/node/3602,620,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 陈艳峰 ,43,577,0,43,START,SYSUCC_CLINICAL_EXPERT,陈艳峰,NO,NO,NO_ADJACENT_QUOTE,6282e59359770b0d4ec8f95110b00475a410fe6f027b39a9675bbd19ee6118c0,491e856d901f1aae5d67d15e16950455c42cd324d94d3a3630324832256434f9
799,798,中山大学肿瘤防治中心,杨安奎,https://www.sysucc.org.cn/node/3594,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 杨安奎 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,杨安奎,NO,NO,NO_ADJACENT_QUOTE,d8aa74ee0833902f3a6b5f284450311256419c8401047d6b6e6c66d4e9e03019,464089e5ca2b3be0748993ff431aa6cbe1a36d78d20ddbd5664cb412cb5b73b1
800,799,中山大学肿瘤防治中心,郭朱明,https://www.sysucc.org.cn/node/3597,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 头颈科 / 临床专家 郭朱明 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,郭朱明,NO,NO,NO_ADJACENT_QUOTE,25cf3a76f211dbc62973aefe8ebc5a9cc3f9ab1d2570200a11e7199c8cbed47f,5afa1e35832abe7c956820ba702175f0efc0332b0099f0861ad60fde0bf2da28
802,801,中山大学肿瘤防治中心,冯艳玲,https://www.sysucc.org.cn/node/3702,752,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 冯艳玲 ,42,710,0,42,START,SYSUCC_CLINICAL_EXPERT,冯艳玲,NO,NO,NO_ADJACENT_QUOTE,62d0920a5784312e95b863499c84e88e958ee50b37c62c7722065afcb1d0336b,7d07ee260970bcd739fa4a33193cfc1db386ea4ad5be619ad6698d046f5bb945
803,802,中山大学肿瘤防治中心,刘国臣,https://www.sysucc.org.cn/node/6445,70,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 刘国臣 ,42,28,0,42,START,SYSUCC_CLINICAL_EXPERT,刘国臣,NO,NO,NO_ADJACENT_QUOTE,0fd0b66e97a33655f4e8bcfd62829c0161d84b75abc6a0f715609048f475b7bf,f38d372620d9598680f431c5c06cb41d0b41aabe85993db1a697d0b74f45d724
804,803,中山大学肿瘤防治中心,刘继红,https://www.sysucc.org.cn/node/3691,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 刘继红 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,刘继红,NO,NO,NO_ADJACENT_QUOTE,e5cdea8351bb555e13fa20d85d596f57738173850d4d8fdbc1448bcc9328e56c,f46812e7d7c23eca83a704a9737d70f894bf44a44c8cef0401298a469e66ecf4
805,804,中山大学肿瘤防治中心,周云,https://www.sysucc.org.cn/node/7358,85,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 周云 ,41,44,0,41,START,SYSUCC_CLINICAL_EXPERT,周云,NO,NO,NO_ADJACENT_QUOTE,11bd4de83023f7ef5ff6ec21771853dce42b0cb328761e5b01c5fcfc98cef348,98d3291f30f04386b5b749d8262f99370d2b92cfc6427f41e10be10c3000ba15
806,805,中山大学肿瘤防治中心,夏小燕,https://www.sysucc.org.cn/node/3701,67,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 夏小燕 ,42,25,0,42,START,SYSUCC_CLINICAL_EXPERT,夏小燕,NO,NO,NO_ADJACENT_QUOTE,ee3db4c16e4afe06cb37efef1879d20e3194b8e03ceeded906a4412f600aa514,3f81879c14076796f13cb003b8886ebcd22e677a71cd06e44037cf70a9b8c425
807,806,中山大学肿瘤防治中心,孟一帆,https://www.sysucc.org.cn/node/10125,349,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 孟一帆 ,42,307,0,42,START,SYSUCC_CLINICAL_EXPERT,孟一帆,NO,NO,NO_ADJACENT_QUOTE,97bb368c92dd0251f0662f1a8200e369041938fdafbc9c8f20b331ddc78024e6,542aac07b7f94351225bd50a2207f3f2054c3eee97d9551ba12fcf09f299db86
808,807,中山大学肿瘤防治中心,张彦娜,https://www.sysucc.org.cn/node/3695,720,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 张彦娜 ,42,678,0,42,START,SYSUCC_CLINICAL_EXPERT,张彦娜,NO,NO,NO_ADJACENT_QUOTE,9e81705a6c30c9e996216eb5a05807b92f610bfd155ca74b53cf4fed33f58d7b,b84121b2522c2ce6b99e0397829194ae4977c13695253ca847f441f55432acf5
810,809,中山大学肿瘤防治中心,李艳芳,https://www.sysucc.org.cn/node/3693,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 李艳芳 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,李艳芳,NO,NO,NO_ADJACENT_QUOTE,d230f97ef465f78f520438b4d48a38debb9ab51c1fe2a50a2acd0b08b91edb30,da3e9541b64d68675058f77332cc1b51a2da4f743b03c169152785f98ce64121
811,810,中山大学肿瘤防治中心,杨帆,https://www.sysucc.org.cn/node/6901,356,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 杨帆 ,41,315,0,41,START,SYSUCC_CLINICAL_EXPERT,杨帆,NO,NO,NO_ADJACENT_QUOTE,3c696840711f5352a0abab40d0df457fccda12f980c9ceb5ad0847020416af38,95ead5fb44efce38278a19ef0b98835980c7acf9620784876d8443e823a6da2c
812,811,中山大学肿瘤防治中心,涂画,https://www.sysucc.org.cn/node/3703,1486,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 妇科 / 临床专家 涂画 ,41,1445,0,41,START,SYSUCC_CLINICAL_EXPERT,涂画,NO,NO,NO_ADJACENT_QUOTE,1687ccab8ee32d2eda6f377fa2daf68c607a7185e1ef730604dd682a9d59b361,e11dbb4a41a7b86fa5517c55953e58f16288d654f68bf5ad85b13812f219da3c
