序号,医院,姓名,科室_分类页,科室_列表卡片,职称_关键词,职称身份原文,重点优先级,重点关注范围,重点疾病标签,擅长诊疗方向摘录,亮眼经历线索,列表简介,详情正文摘录,来源类型,来源链接,照片链接,照片文件,采集入口,采集方式,采集日期,详情页状态,已建画像,异常提示,复核状态
2294,南方医科大学第五附属医院,马栋,影像诊断科,,副主任医师,副主任医师,中,,,全身各系统疾病的影像诊断，尤其对腹部、骨肌系统CT、MR诊断具有丰富的临床经验。,副 主任医师，现任广东省卫生经济学会影像学分会常委委员，广东省医学教育协会基层医学影像专委会常务委员，广东省中西医结合学会影像专委会委员，广州市放射学会骨肌学组委员。,· 马栋,副 主任医师，现任广东省卫生经济学会影像学分会常委委员，广东省医学教育协会基层医学影像专委会常务委员，广东省中西医结合学会影像专委会委员，广州市放射学会骨肌学组委员。擅长全身各系统疾病的影像诊断，尤其对腹部、骨肌系统 CT、MR诊断具有丰富的临床经验。,医院官网,http://www.ny5y.cn/yisheng_xq.php?id=561,,,http://www.ny5y.cn/zhuanjia_mingyi.php?id=100,医院官网专家栏目：指定入口普查+医生详情 DOM 结构化抽取,2026-08-12,200,是,,待人工复核
2295,南方医科大学第五附属医院,鄢秋龙,微生态医学中心,,教授、博士,教授、博士研究生导师、博士后合作导师,中,,,人体微生态医学研究，聚焦肠道菌群与临床疾病关系、肠菌移植（FMT）基础与转化研究,研究方向涵盖有益菌与致病菌功能机制、益生菌功能开发、疾病微生物标志物筛选和微生态精准干预靶点发现，推动科研成果服务临床诊疗与大众健康。 主持国家自然科学基金B类项目、“兴辽英才”青年拔尖人才项目、大连市杰出青年人才项目等课题，获辽宁省科学技术进步三等奖。 以第一作者或通讯作者在 Cell、Nature Microbiology、Microbiome、Genome Medicine 等国际期刊发表SCI论文30余篇，为微生态医学中心建设和肠菌移植特色诊疗体系发展提供重要科研支撑。,· 鄢秋龙,微生态医学中心主任、教授、博士研究生导师、博士后合作导师 长期从事人体微生态医学研究，聚焦肠道菌群与临床疾病关系、肠菌移植（FMT）基础与转化研究。 团队依托多界微生物组学、培养组学和生物信息学平台，为FMT供体筛选、菌群检测、菌液制备、质量控制、疗效评估和长期随访提供系统化技术支撑。研究方向涵盖有益菌与致病菌功能机制、益生菌功能开发、疾病微生物标志物筛选和微生态精准干预靶点发现，推动科研成果服务临床诊疗与大众健康。 主持国家自然科学基金B类项目、“兴辽英才”青年拔尖人才项目、大连市杰出青年人才项目等课题，获辽宁省科学技术进步三等奖。以第一作者或通讯作者在 Cell、Nature Microbiology、Microbiome、Genome Medicine 等国际期刊发表SCI论文30余篇，为微生态医学中心建设和肠菌移植特色诊疗体系发展提供重要科研支撑。,医院官网,http://www.ny5y.cn/yisheng_xq.php?id=563,,,http://www.ny5y.cn/zhuanjia_mingyi.php?id=100,医院官网专家栏目：指定入口普查+医生详情 DOM 结构化抽取,2026-08-12,200,是,,待人工复核
2296,南方医科大学第五附属医院,吴智勇,精神心理科,,主治医师,主治医师,中,,,擅长对各类精神疾病的诊治，尤其对双相情感障碍、抑郁症、躯体化障碍、焦虑症、睡眠障碍等具有丰富的临床经验。,主治医师，从事精神、心理科门诊工作33年，曾在广州医科大学附属脑科医院（广州惠爱医院）进修学习一年。,· 吴智勇,主治医师，从事精神、心理科门诊工作33年，曾在广州医科大学附属脑科医院（广州惠爱医院）进修学习一年。,医院官网,http://www.ny5y.cn/yisheng_xq.php?id=419,,,http://www.ny5y.cn/zhuanjia_mingyi.php?id=100,医院官网专家栏目：指定入口普查+医生详情 DOM 结构化抽取,2026-08-12,200,是,,待人工复核
2297,南方医科大学第五附属医院,许桂璇,精神心理科,,主治医师,主治医师、中级心理治疗师,中,,,擅长对各种精神障碍、神经症及睡眠障碍的药物及心理治疗，尤其对抑郁症、焦虑症、强迫症、青少年心理行为问题、婚姻情感家庭、亲子关系、睡眠障碍等的评估诊断、心理咨询与治疗及药物治疗有丰富的临床经验。,中级心理治疗师，精神科主治医师，毕业于广州医科大学，从事精神心理科工作10余年，现任广州市医学会精神病学分会委员，医院伦理委员会委员，从化区心理危机干预救援组成员。,· 许桂璇,中级心理治疗师，精神科主治医师，毕业于广州医科大学，从事精神心理科工作10余年，现任广州市医学会精神病学分会委员，医院伦理委员会委员，从化区心理危机干预救援组成员。,医院官网,http://www.ny5y.cn/yisheng_xq.php?id=418,,,http://www.ny5y.cn/zhuanjia_mingyi.php?id=100,医院官网专家栏目：指定入口普查+医生详情 DOM 结构化抽取,2026-08-12,200,是,,待人工复核
2298,南方医科大学第五附属医院,程文辉,药学部,,副主任,副主任药师,中,,,,现任广东省卫生经济学会药事管理专业委员会委员、广东省卫生经济学会基本药物专业委员会委员、广东省药学会药房自动化信息化专业委员会委员等。 发表学术论文 10 多篇。,· 程文辉,现任广东省卫生经济学会药事管理专业委员会委员、广东省卫生经济学会基本药物专业委员会委员、广东省药学会药房自动化信息化专业委员会委员等。发表学术论文 10 多篇。,医院官网,http://www.ny5y.cn/yisheng_xq.php?id=506,,,http://www.ny5y.cn/zhuanjia_mingyi.php?id=100,医院官网专家栏目：指定入口普查+医生详情 DOM 结构化抽取,2026-08-12,200,是,,待人工复核
2299,南方医科大学第五附属医院,谭文婷,超声诊断科,,副主任医师,副主任医师,中,,,腹部、血管、心脏、乳腺甲状腺、盆底超声，产前筛查与诊断等超声技术，精准赋能临床诊疗。,副主任医师，本科学历。 期间参与援藏工作两次，并获得从化好医生及南五好医生称号。,· 谭文婷,副主任医师，本科学历。从事超声诊断工作16年余，有扎实的超声理论基础和丰富的实践经验。期间参与援藏工作两次，并获得从化好医生及南五好医生称号。,医院官网,http://www.ny5y.cn/yisheng_xq.php?id=557,,,http://www.ny5y.cn/zhuanjia_mingyi.php?id=100,医院官网专家栏目：指定入口普查+医生详情 DOM 结构化抽取,2026-08-12,200,是,,待人工复核
2300,广东省第二中医院,刘军,,,主任中医师、博士、院长,刘军，院长，中国中医科学院“中青年名中医”，广东省首批“医学领军人才”，主任中医师，博士研究生导师,高,疑难重症,疑难,中西医结合防治各种疑难骨关节病和脊柱疾病。擅长中西医结合治疗颈椎病、肩周炎、肩袖损伤、腰椎间盘突出症、腰椎管狭窄症、梨状肌综合征、髋膝骨关节病、膝关节交叉韧带及半月板损伤、陈旧性踝关节扭伤、老年性骨质疏松、痛风性关节炎、顽固性软组织（肌肉、腱鞘、韧带、滑囊）劳损性疾病等。,刘军，院长，中国中医科学院“中青年名中医”，广东省首批“医学领军人才”，主任中医师，博士研究生导师。 广州中医药大学中医骨伤科学术带头人，中国中医科学院广东分院（广东省中医药科学院）骨与关节退变及损伤研究团队负责人，全国名老中医学术经验（北京罗氏正骨）继承人，岭南骨伤科学术流派代表性传承人，国家卫健委“手术机器人临床应用管理”专家委员会委员，国家骨科手术机器人应用中心技术指导委员会副主任委员，世界中医药学会联合会骨伤科专业委员会副会长，中华中医药学会骨伤科分会副主任委员，中华医学会骨科分会骨质疏松学组委员，粤广澳大湾区骨关节疾病研究中心副主任委员。 主攻中西医结合防治各种疑难骨关节病和脊柱疾病。 主持国家自然科学基金、教育部、国家中医药管理局等各级课题20余项，主编学术和科普专著10部，发表学术论文168篇（其中SCI收录42篇）。,,刘军，院长，中国中医科学院“中青年名中医”，广东省首批“医学领军人才”，主任中医师，博士研究生导师。 广州中医药大学中医骨伤科学术带头人，中国中医科学院广东分院（广东省中医药科学院）骨与关节退变及损伤研究团队负责人，全国名老中医学术经验（北京罗氏正骨）继承人，岭南骨伤科学术流派代表性传承人，国家卫健委“手术机器人临床应用管理”专家委员会委员，国家骨科手术机器人应用中心技术指导委员会副主任委员，世界中医药学会联合会骨伤科专业委员会副会长，中华中医药学会骨伤科分会副主任委员，中华医学会骨科分会骨质疏松学组委员，粤广澳大湾区骨关节疾病研究中心副主任委员。 主攻中西医结合防治各种疑难骨关节病和脊柱疾病。擅长中西医结合治疗颈椎病、肩周炎、肩袖损伤、腰椎间盘突出症、腰椎管狭窄症、梨状肌综合征、髋膝骨关节病、膝关节交叉韧带及半月板损伤、陈旧性踝关节扭伤、老年性骨质疏松、痛风性关节炎、顽固性软组织（肌肉、腱鞘、韧带、滑囊）劳损性疾病等。 主持国家自然科学基金、教育部、国家中医药管理局等各级课题20余项，主编学术和科普专著10部，发表学术论文168篇（其中SCI收录42篇）。获国家专利8项、软件著...,医院官网,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=1571,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=851&pid=850,医院官网名医栏目：严格 specialist typeid 过滤+详情 DOM 结构化抽取,2026-08-12,200,是,科室需人工复核,待人工复核
2301,广东省第二中医院,李爱华,,,主任中医师、教授,院名中医、主任中医师、教授,高,慢性病、疑难重症,高血压、冠心病、疑难,中医中药辩证诊治内科各种常见及疑难疾病，尤其擅长治疗脑血管疾病及神经内科疾病，如头痛、玄晕、神经痛、脑梗塞、失眠、抑郁、癫痫、面瘫、高血压等病，同时对冠心病、胃肠、肝胆消化道疾病；肾、输尿管等泌尿系疾病以及内分泌失调所致的各种疾病均有丰富的临床经验。,院名中医、主任中医师、教授 中华中医药学会脑病专业委员会常务委员。 善用中医中药辩证诊治内科各种常见及疑难疾病，尤其擅长治疗脑血管疾病及神经内科疾病，如头痛、玄晕、神经痛、脑梗塞、失眠、抑郁、癫痫、面瘫、高血压等病，同时对冠心病、胃肠、肝胆消化道疾病；,院名中医、主任中医师、教授,全国第四、五批老中医药专家学术经验继承工作指导老师。中华中医药学会脑病专业委员会常务委员。善用中医中药辩证诊治内科各种常见及疑难疾病，尤其擅长治疗脑血管疾病及神经内科疾病，如头痛、玄晕、神经痛、脑梗塞、失眠、抑郁、癫痫、面瘫、高血压等病，同时对冠心病、胃肠、肝胆消化道疾病；肾、输尿管等泌尿系疾病以及内分泌失调所致的各种疾病均有丰富的临床经验。,医院官网,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=549,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=851&pid=850,医院官网名医栏目：严格 specialist typeid 过滤+详情 DOM 结构化抽取,2026-08-12,200,是,科室需人工复核；同名待甄别,待人工复核
2302,广东省第二中医院,杨思华,,,主任中医师、教授、硕士,广东省名中医、主任中医师、教授、硕士研究生导师,高,,,消化系统的疾病诊治，注重调理脾胃，治疗胃肠功能紊乱、胃炎、胃十二指肠溃疡等疾病；治疗肝胆疾病如肝炎、脂肪肝、肝纤维化、肝硬化、胆囊炎、胆结石等；以滋补脾阴虚法治疗脾阴虚所致的失眠、内分泌失调等疾病有较丰富的临床经验。,广东省名中医、主任中医师、教授、硕士研究生导师 广东省中西医结合医师协会副主任委员，广东省优生优育协会副会长，广东省女医师协会副秘书长，广东省中西医结合肝病学会常务委员。 发表医学论文十余篇，曾获得广东省科学技术二等奖、三等奖各一项。,广东省名中医、主任中医师、教授、硕士研究生导师,广东省中西医结合医师协会副主任委员，广东省优生优育协会副会长，广东省女医师协会副秘书长，广东省中西医结合肝病学会常务委员。发表医学论文十余篇，曾获得广东省科学技术二等奖、三等奖各一项。从事临床、科研、教学工作30余年。擅长消化系统的疾病诊治，注重调理脾胃，治疗胃肠功能紊乱、胃炎、胃十二指肠溃疡等疾病；治疗肝胆疾病如肝炎、脂肪肝、肝纤维化、肝硬化、胆囊炎、胆结石等；以滋补脾阴虚法治疗脾阴虚所致的失眠、内分泌失调等疾病有较丰富的临床经验。,医院官网,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=484,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=851&pid=850,医院官网名医栏目：严格 specialist typeid 过滤+详情 DOM 结构化抽取,2026-08-12,200,是,科室需人工复核；同名待甄别,待人工复核
2303,广东省第二中医院,汪何,,,主任中医师、教授、硕士、副院长,国务院特殊津贴专家、主任中医师、副院长、教授、硕士研究生导师,高,慢性病,糖尿病、代谢,运用自创中医制剂及方药治疗糖尿病及并发症。,国务院特殊津贴专家、主任中医师、副院长、教授、硕士研究生导师 中华中医药学会糖尿病分会理事，广东省中医药学会糖尿病专业委员会副主任委员，广东省中西医结合学会常务理事，广东省医师协会常务理事，广东省医师协会内分泌医师分会常委，广东省中医药学会中医心理学专业委员会副主任委员。,国务院特殊津贴专家、主任中医师、副院长、教授、硕士研究生导师,中华中医药学会糖尿病分会理事，广东省中医药学会糖尿病专业委员会副主任委员，广东省中西医结合学会常务理事，广东省医师协会常务理事，广东省医师协会内分泌医师分会常委，广东省中医药学会中医心理学专业委员会副主任委员。从事中医及中西医结合治疗内分泌与新陈代谢疾病。对糖尿病及其各种并发症进行深入研究，具有丰富的临床经验，擅长运用自创中医制剂及方药治疗糖尿病及并发症。,医院官网,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=574,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=851&pid=850,医院官网名医栏目：严格 specialist typeid 过滤+详情 DOM 结构化抽取,2026-08-12,200,是,科室需人工复核；同名待甄别,待人工复核
2304,广东省第二中医院,王清海,,,主任中医师、教授、博士生导师、副院长,国务院特殊津贴专家、省名中医、副院长、主任中医师、教授、博士生导师,高,慢性病、疑难重症,高血压、冠心病、心力衰竭、心衰、疑难,运用桂枝、黄芪等通阳益气、行气活血、化痰通络的方法治疗心脑血管疾病。在治疗中医内科杂病方面也有丰富的临床经验。,国务院特殊津贴专家、省名中医、副院长、主任中医师、教授、博士生导师 广东省中医药学会心血管及疑难病专业委员会副主任委员。 发表论文40余篇，发明治疗高血压、冠心病、心衰的中药制剂三种，获省部级以上科技进步奖4项，举办国家级继续教育项目“高血压中医临床研究进展学习班”3期。,国务院特殊津贴专家、省名中医、副院长、主任中医师、教授、博士生导师,广东省中医药学会心血管及疑难病专业委员会副主任委员。发表论文40余篇，发明治疗高血压、冠心病、心衰的中药制剂三种，获省部级以上科技进步奖4项，举办国家级继续教育项目“高血压中医临床研究进展学习班”3期。从事心血管病中医临床研究30余年，理论造诣深厚，临床经验丰富， 在中医药治疗高血压、冠心病、心力衰竭、心慌心跳、气短、胸闷、胸痛、眩晕、头痛、咳嗽、水肿等方面积累了丰富的临床经验，尤其善于运用桂枝、黄芪等通阳益气、行气活血、化痰通络的方法治疗心脑血管疾病。在治疗中医内科杂病方面也有丰富的临床经验。,医院官网,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=499,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=851&pid=850,医院官网名医栏目：严格 specialist typeid 过滤+详情 DOM 结构化抽取,2026-08-12,200,是,科室需人工复核；同名待甄别,待人工复核
2305,广东省第二中医院,许学猛,,,主任中医师、教授、博士、副院长,国务院特殊津贴专家、广东省名中医、副院长、主任中医师、教授、博士研究生导师,高,免疫/风湿/感染,风湿、类风湿,中医药防治退行性骨关节病的科学研究，擅长诊治颈椎病、腰腿痛、四肢骨关节病、骨质增生症、骨质疏松症以及风湿性、类风湿性、痛风性关节炎等；创立了“骨筋肉并重特色诊疗”的专科学术思想，形成了六大特色治疗方法。,国务院特殊津贴专家、广东省名中医、副院长、主任中医师、教授、博士研究生导师 广东省中西医结合学会骨科特色疗法专业委员会主任委员，广东省中西医结合学会脊柱医学专业委员会副主任委员，广东省中医药学会脊柱病专业委员会副主任委员，广东省中医药学会骨伤科专业委员会副主任委员。 首届百名中华中医药学会科技之星。 科研课题获省科技进步二等奖1项、省科技进步三等奖4项，拥有发明及实用新型专利7项、出版专著二部。,国务院特殊津贴专家、广东省名中医、副院长、主任中医师、教授、博士研究生导师,广东省中西医结合学会骨科特色疗法专业委员会主任委员，广东省中西医结合学会脊柱医学专业委员会副主任委员，广东省中医药学会脊柱病专业委员会副主任委员，广东省中医药学会骨伤科专业委员会副主任委员。首届百名中华中医药学会科技之星。科研课题获省科技进步二等奖1项、省科技进步三等奖4项，拥有发明及实用新型专利7项、出版专著二部。主攻方向为中医药防治退行性骨关节病的科学研究，擅长诊治颈椎病、腰腿痛、四肢骨关节病、骨质增生症、骨质疏松症以及风湿性、类风湿性、痛风性关节炎等；创立了“骨筋肉并重特色诊疗”的专科学术思想，形成了六大特色治疗方法。,医院官网,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=669,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=851&pid=850,医院官网名医栏目：严格 specialist typeid 过滤+详情 DOM 结构化抽取,2026-08-12,200,是,科室需人工复核；同名待甄别,待人工复核
2306,广东省第二中医院,邱健行,,,主任中医师、教授、博士生导师,全国名老中医、主任中医师、教授、博士生导师,高,慢性病、生殖疾病、疑难重症,慢性、月经、难治,脾胃病、急慢性胃炎、溃疡病、急慢性结肠炎、功能性胃肠病、肝硬化、急慢性胆囊炎、胆石症、上消化道出血（呕血、便血）、难治性血证、再生障碍性贫血、原发性血小板减少性紫癜、功能性月经过多、顽固性咳嗽、顽固性失眠、顽固性皮肤过敏、习惯性便秘。,全国名老中医、主任中医师、教授、博士生导师 历任中华中医学会理事、中华中医内科学会常务理事、全国血证专业委员会副主任委员、广东省中医药学会常务理事、广东省内科学会副主任委员、脾胃病学说研究组组长、广东省老中医药专家协会副会、第九届全国人大代表、主席团成员。,全国名老中医、主任中医师、教授、博士生导师,历任中华中医学会理事、中华中医内科学会常务理事、全国血证专业委员会副主任委员、广东省中医药学会常务理事、广东省内科学会副主任委员、脾胃病学说研究组组长、广东省老中医药专家协会副会、第九届全国人大代表、主席团成员。中医内科专家，擅治脾胃病、急慢性胃炎、溃疡病、急慢性结肠炎、功能性胃肠病、肝硬化、急慢性胆囊炎、胆石症、上消化道出血（呕血、便血）、难治性血证、再生障碍性贫血、原发性血小板减少性紫癜、功能性月经过多、顽固性咳嗽、顽固性失眠、顽固性皮肤过敏、习惯性便秘。,医院官网,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=160,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=851&pid=850,医院官网名医栏目：严格 specialist typeid 过滤+详情 DOM 结构化抽取,2026-08-12,200,是,科室需人工复核；同名待甄别,待人工复核
2307,广东省第二中医院,黄琳,,,主任中医师、教授、硕士,医务科科长、主任中医师、教授、硕士研究生导师,高,慢性病,高血压、冠心病、心力衰竭、慢性,治疗内科及心血管专科疾病，如高血压病、冠心病、心肌炎、心力衰竭、心律失常及慢性胃炎、慢性肠炎、慢性病毒性肝炎等。用中医及中西医结合的方法治疗头晕、心悸、胸闷、气促、咳嗽、失眠、水肿、肢体麻木及胃痛、腹痛等病症。,广东省中医药学会内科专业委员会常务委员、广东省中西医结合学会心血管专业委员会委员、广东省女医师协会理事、广东省医院协会医院医务管理专业委员会委员。 在全国及省级杂志上发表论文30余篇。,医务科科长、主任中医师、教授、硕士研究生导师,广东省中医药学会内科专业委员会常务委员、广东省中西医结合学会心血管专业委员会委员、广东省女医师协会理事、广东省医院协会医院医务管理专业委员会委员。主持广东省科技厅及广东省中医局课题4项。在全国及省级杂志上发表论文30余篇。专长治疗内科及心血管专科疾病，如高血压病、冠心病、心肌炎、心力衰竭、心律失常及慢性胃炎、慢性肠炎、慢性病毒性肝炎等。用中医及中西医结合的方法治疗头晕、心悸、胸闷、气促、咳嗽、失眠、水肿、肢体麻木及胃痛、腹痛等病症。,医院官网,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=659,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=851&pid=850,医院官网名医栏目：严格 specialist typeid 过滤+详情 DOM 结构化抽取,2026-08-12,200,是,科室需人工复核；同名待甄别,待人工复核
2308,广东省第二中医院,付亚斐,乳腺科,乳腺科,医师、医学硕士,中医师、医学硕士,高,肿瘤、术后恢复/康复,肿瘤、康复,擅长乳腺良恶性肿瘤的中西医结合诊断及各种治疗，对乳房整形美容及乳腺疾病的相关预防、保健和康复咨询有较深的认识。,,付亚斐,擅长乳腺良恶性肿瘤的中西医结合诊断及各种治疗，对乳房整形美容及乳腺疾病的相关预防、保健和康复咨询有较深的认识。,医院官网,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=65&typeid=63&cid=65&ksid=63&id=370,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=852&pid=850,医院官网各科专家栏目：严格 ksdoctorinfo 参数过滤+详情 DOM 结构化抽取,2026-08-12,200,是,,待人工复核
2309,广东省第二中医院,李雪真,乳腺科,乳腺科,主治中医师,主治中医师,高,慢性病、肿瘤,慢性、肿瘤,擅长各种乳腺疾病的诊疗，手术技术过硬，耐心热情。,,李雪真,中西医结合诊治乳腺疾病。积累了较丰富的乳腺常见病、多发病诊治经验，对急慢性乳腺炎、乳腺良恶性肿瘤、乳腺发育异常、乳腺增生性疾病等都有较深的治疗体会。擅长于运用先进的麦默通微创设备进行乳房肿物微创旋切术，乳房导管镜设备对乳头溢液进行检查、诊断、治疗。,医院官网,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=65&typeid=63&cid=65&ksid=63&id=155,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=852&pid=850,医院官网各科专家栏目：严格 ksdoctorinfo 参数过滤+详情 DOM 结构化抽取,2026-08-12,200,是,,待人工复核
2310,广东省第二中医院,梁喆盈,乳腺科,乳腺科,主治中医师,主治中医师,高,肿瘤,肿瘤、乳腺癌,擅长于乳腺增生、良性乳腺肿瘤、乳腺癌、乳头溢液、急性乳腺炎等，对肿瘤病人临终关怀等都有较深的体会。,,梁喆盈,有多年从事乳腺囊性增生、乳头溢液、乳腺良恶性肿瘤中西医诊治经验。在三甲医院积累了较丰富等肿瘤病人心理诊治经验，对焦虑症、抑郁症等病人的心理调护，及肿瘤病人临终关怀等都有较深等体会，尤其擅长中西医结合及饮食心理调摄情绪所致各种乳腺病及晚期乳腺癌患者。,医院官网,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=65&typeid=63&cid=65&ksid=63&id=157,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=852&pid=850,医院官网各科专家栏目：严格 ksdoctorinfo 参数过滤+详情 DOM 结构化抽取,2026-08-12,200,是,,待人工复核
2311,广东省第二中医院,郭智涛,乳腺科,乳腺科,科主任,乳腺科主任,高,肿瘤、疑难重症,肿瘤、癌、化疗、乳腺癌、疑难、重症,中医外治法及心理辅导、饮食疗法等在乳腺病的运用。,中华医学会肿瘤学会会员，广州市抗癌协会乳腺癌专业委员会委员。 1991年起即在广东省中医院乳腺科从事乳腺疾病的医疗及研究工作16年，并在亚洲最大的乳腺病防治中心-天津医科大学肿瘤医院系统培训进修1年。 2005年作为学科带头人引进调入广东省第二中医院，并创立乳腺科。 掌握乳腺病的专业动态、具备解决本专业危急疑难重症的能力。,乳腺科主任,中华医学会肿瘤学会会员，广州市抗癌协会乳腺癌专业委员会委员。1991年起即在广东省中医院乳腺科从事乳腺疾病的医疗及研究工作16年，并在亚洲最大的乳腺病防治中心-天津医科大学肿瘤医院系统培训进修1年。2005年作为学科带头人引进调入广东省第二中医院，并创立乳腺科。对乳腺病的病理、诊断、手术、放、化疗、内分泌等各种治疗手段能熟炼掌握运用；掌握乳腺病的专业动态、具备解决本专业危急疑难重症的能力。率先在省内开展乳腺癌介入治疗、电化学治疗、规范的乳腺癌根冶术、保乳术、术前新辅助化疗、新内分泌治疗、乳腺导管镜检查、乳腺癌标本规范取材等，每年主刀乳腺癌手术近一百例。临床中注重中西结合，对乳腺癌围手术期、放化疗期间的中医药参与积累了丰富的临床经验，并擅长中医外治法及心理辅导、饮食疗法等在乳腺病的运用。主持“术前中药区域动脉持续灌注治疗局部晚期乳腺癌的临床研究”等国家局、省局课题3项，发表专业论文十余篇。医疗质量过硬、服务技巧优良，医患关系良好，目前每月的专科门诊量逾一千四百人次，其中肿瘤患者近八百人次。1996年曾参加卫生部第30届全国高级肿瘤医师培训班学习。,医院官网,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=1290,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=851&pid=850,医院官网名医栏目：严格 specialist typeid 过滤+详情 DOM 结构化抽取,2026-08-12,200,是,同名待甄别,待人工复核
2312,广东省第二中医院,郭智涛,乳腺科,乳腺科,副主任中医师、教授、医学硕士,副主任中医师、教授、研究生导师、医学硕士,高,肿瘤、疑难重症,肿瘤、癌、化疗、乳腺癌、疑难、重症,对乳腺病的病理、诊断、手术、放、化疗、内分泌等各种治疗手段能熟炼掌握运用；掌握乳腺病的专业动态、具备解决本专业危急疑难重症的能力。对乳腺癌围手术期、放化疗期间的中医药参与积累了丰富的临床经验，并擅长中医外治法及心理辅导、饮食疗法等在乳腺病的运用。,社会职务：广州抗癌协会乳腺癌专业委员会委员，广东省中西医结合学会围手术期专业委员会第一届委员副主任委员，广东狮子会健康分会首届会长。 率先在省内开展乳腺癌介入治疗、电化学治疗、规范的乳腺癌根冶术、保乳术、术前新辅助化疗、新内分泌治疗、乳腺导管镜检查、乳腺癌标本规范取材等，擅长中医外治法及心理辅导、饮食疗法等在乳腺病的运用。 主持相关国家局、省局课题6项，发表专业论文二十余篇，主编专著一本，参编叁本等。,郭智涛,广东省第二中医院乳腺科负责人。社会职务：广州抗癌协会乳腺癌专业委员会委员，广东省中西医结合学会围手术期专业委员会第一届委员副主任委员，广东狮子会健康分会首届会长。对乳腺病的病理、诊断、手术、放、化疗、内分泌等各种治疗手段能熟炼掌握运用；率先在省内开展乳腺癌介入治疗、电化学治疗、规范的乳腺癌根冶术、保乳术、术前新辅助化疗、新内分泌治疗、乳腺导管镜检查、乳腺癌标本规范取材等，擅长中医外治法及心理辅导、饮食疗法等在乳腺病的运用。主持相关国家局、省局课题6项，发表专业论文二十余篇，主编专著一本，参编叁本等。医疗质量过硬、服务技巧优良，医患关系良好，目前每月的专科门诊量逾二千五百人次，其中肿瘤患者近一千人次。,医院官网,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=65&typeid=63&cid=65&ksid=63&id=154,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=852&pid=850,医院官网各科专家栏目：严格 ksdoctorinfo 参数过滤+详情 DOM 结构化抽取,2026-08-12,200,是,同名待甄别,待人工复核
2313,广东省第二中医院,黄映飞,乳腺科,乳腺科,主治中医师,主治中医师,高,生殖疾病、疑难重症,月经、疑难,擅长于运用中医特色治疗月经不调、乳腺增生、乳痛症等与月经有关的各种乳腺疾病以及治疗产后缺乳、产后乳汁自出、闭经－泌乳综合征等乳汁分泌异常疾病。尤其擅长于从调理女性内分泌着手治疗各种乳腺疑难杂症。,尤其擅长于从调理女性内分泌着手治疗各种乳腺疑难杂症。,黄映飞,擅长于运用中医特色治疗月经不调、乳腺增生、乳痛症等与月经有关的各种乳腺疾病以及治疗产后缺乳、产后乳汁自出、闭经－泌乳综合征等乳汁分泌异常疾病。尤其擅长于从调理女性内分泌着手治疗各种乳腺疑难杂症。,医院官网,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=65&typeid=63&cid=65&ksid=63&id=156,,,https://www.gdzy5413.com/main/famousdoctorinfo.aspx?fid=81&cid=852&pid=850,医院官网各科专家栏目：严格 ksdoctorinfo 参数过滤+详情 DOM 结构化抽取,2026-08-12,200,是,,待人工复核
